,resultId,raceId,driverId,constructorId,grid,positionText,positionOrder,points,laps,fastestLapTime,fastestLapSpeed,status,driverRef,dob,nationality_x,year,round,date,circuitRef,location,country,constructorRef,nationality_y,position_quali,stop,lap,milliseconds
1394,23148,958,835,4,17,12,12,0.0,69,01:25.7,183.94,+1 Lap,jolyon_palmer,1/20/1991,British,2016,11,7/24/2016,hungaroring,Budapest,Hungary,renault,French,17.0,2,39,21665
1395,23598,979,807,4,12,17,17,0.0,67,01:21.6,193.253,Brakes,hulkenberg,8/19/1987,German,2017,11,7/30/2017,hungaroring,Budapest,Hungary,renault,French,7.0,1,45,31860
1396,23593,979,835,4,10,12,12,0.0,69,01:21.6,193.305,+1 Lap,jolyon_palmer,1/20/1991,British,2017,11,7/30/2017,hungaroring,Budapest,Hungary,renault,French,11.0,1,46,22684
1397,24014,1000,807,4,13,12,12,0.0,69,01:21.3,194.085,+1 Lap,hulkenberg,8/19/1987,German,2018,12,7/29/2018,hungaroring,Budapest,Hungary,renault,French,13.0,1,23,21966
1398,24014,1000,807,4,13,12,12,0.0,69,01:21.3,194.085,+1 Lap,hulkenberg,8/19/1987,German,2018,12,7/29/2018,hungaroring,Budapest,Hungary,renault,French,13.0,2,50,22650
1399,24011,1000,832,4,5,9,9,2.0,69,01:22.8,190.538,+1 Lap,sainz,9/1/1994,Spanish,2018,12,7/29/2018,hungaroring,Budapest,Hungary,renault,French,5.0,1,25,21914
1400,20953,848,2,4,9,10,10,1.0,56,01:43.9,187.759,+1 Lap,heidfeld,5/10/1977,German,2011,8,6/26/2011,valencia,Valencia,Spain,renault,French,9.0,1,11,22114
1401,20953,848,2,4,9,10,10,1.0,56,01:43.9,187.759,+1 Lap,heidfeld,5/10/1977,German,2011,8,6/26/2011,valencia,Valencia,Spain,renault,French,9.0,2,27,22285
1402,20953,848,2,4,9,10,10,1.0,56,01:43.9,187.759,+1 Lap,heidfeld,5/10/1977,German,2011,8,6/26/2011,valencia,Valencia,Spain,renault,French,9.0,3,40,21472
1403,20958,848,808,4,11,15,15,0.0,56,01:43.2,189.124,+1 Lap,petrov,9/8/1984,Russian,2011,8,6/26/2011,valencia,Valencia,Spain,renault,French,11.0,1,15,22104
1404,20958,848,808,4,11,15,15,0.0,56,01:43.2,189.124,+1 Lap,petrov,9/8/1984,Russian,2011,8,6/26/2011,valencia,Valencia,Spain,renault,French,11.0,2,27,21168
1405,20958,848,808,4,11,15,15,0.0,56,01:43.2,189.124,+1 Lap,petrov,9/8/1984,Russian,2011,8,6/26/2011,valencia,Valencia,Spain,renault,French,11.0,3,39,21105
1406,23195,960,835,4,13,15,15,0.0,44,01:53.3,222.641,Finished,jolyon_palmer,1/20/1991,British,2016,13,8/28/2016,spa,Spa,Belgium,renault,French,14.0,1,6,22698
1407,23195,960,835,4,13,15,15,0.0,44,01:53.3,222.641,Finished,jolyon_palmer,1/20/1991,British,2016,13,8/28/2016,spa,Spa,Belgium,renault,French,14.0,2,9,1000234
1408,23195,960,835,4,13,15,15,0.0,44,01:53.3,222.641,Finished,jolyon_palmer,1/20/1991,British,2016,13,8/28/2016,spa,Spa,Belgium,renault,French,14.0,3,22,23333
1409,23195,960,835,4,13,15,15,0.0,44,01:53.3,222.641,Finished,jolyon_palmer,1/20/1991,British,2016,13,8/28/2016,spa,Spa,Belgium,renault,French,14.0,4,34,22578
1410,23607,980,807,4,7,6,6,8.0,44,01:48.9,231.49,Finished,hulkenberg,8/19/1987,German,2017,12,8/27/2017,spa,Spa,Belgium,renault,French,7.0,1,11,23507
1411,23607,980,807,4,7,6,6,8.0,44,01:48.9,231.49,Finished,hulkenberg,8/19/1987,German,2017,12,8/27/2017,spa,Spa,Belgium,renault,French,7.0,2,29,23539
1412,23614,980,835,4,14,13,13,0.0,44,01:49.3,230.725,Finished,jolyon_palmer,1/20/1991,British,2017,12,8/27/2017,spa,Spa,Belgium,renault,French,10.0,1,8,26202
1413,23614,980,835,4,14,13,13,0.0,44,01:49.3,230.725,Finished,jolyon_palmer,1/20/1991,British,2017,12,8/27/2017,spa,Spa,Belgium,renault,French,10.0,2,30,24674
1414,24033,1001,832,4,14,11,11,0.0,43,01:48.7,232.027,+1 Lap,sainz,9/1/1994,Spanish,2018,13,8/26/2018,spa,Spa,Belgium,renault,French,16.0,1,1,18509
1415,24033,1001,832,4,14,11,11,0.0,43,01:48.7,232.027,+1 Lap,sainz,9/1/1994,Spanish,2018,13,8/26/2018,spa,Spa,Belgium,renault,French,16.0,2,22,23857
1416,21048,852,808,4,10,9,9,2.0,44,01:52.4,224.263,Finished,petrov,9/8/1984,Russian,2011,12,8/28/2011,spa,Spa,Belgium,renault,French,10.0,1,12,21395
1417,21048,852,808,4,10,9,9,2.0,44,01:52.4,224.263,Finished,petrov,9/8/1984,Russian,2011,12,8/28/2011,spa,Spa,Belgium,renault,French,10.0,2,30,21979
1418,21052,852,811,4,7,13,13,0.0,44,01:53.6,221.987,Finished,bruno_senna,10/15/1983,Brazilian,2011,12,8/28/2011,spa,Spa,Belgium,renault,French,7.0,1,1,30795
1419,21052,852,811,4,7,13,13,0.0,44,01:53.6,221.987,Finished,bruno_senna,10/15/1983,Brazilian,2011,12,8/28/2011,spa,Spa,Belgium,renault,French,7.0,2,8,13968
1420,21052,852,811,4,7,13,13,0.0,44,01:53.6,221.987,Finished,bruno_senna,10/15/1983,Brazilian,2011,12,8/28/2011,spa,Spa,Belgium,renault,French,7.0,3,21,20756
1421,21072,853,811,4,10,9,9,2.0,52,01:26.9,240,+1 Lap,bruno_senna,10/15/1983,Brazilian,2011,13,9/11/2011,monza,Monza,Italy,renault,French,10.0,1,2,22534
1422,21072,853,811,4,10,9,9,2.0,52,01:26.9,240,+1 Lap,bruno_senna,10/15/1983,Brazilian,2011,13,9/11/2011,monza,Monza,Italy,renault,French,10.0,2,19,23145
1423,21072,853,811,4,10,9,9,2.0,52,01:26.9,240,+1 Lap,bruno_senna,10/15/1983,Brazilian,2011,13,9/11/2011,monza,Monza,Italy,renault,French,10.0,3,40,22273
1424,23219,961,825,4,21,17,17,0.0,52,01:27.6,238.019,+1 Lap,kevin_magnussen,10/5/1992,Danish,2016,14,9/4/2016,monza,Monza,Italy,renault,French,21.0,1,14,24505
1425,23219,961,825,4,21,17,17,0.0,52,01:27.6,238.019,+1 Lap,kevin_magnussen,10/5/1992,Danish,2016,14,9/4/2016,monza,Monza,Italy,renault,French,21.0,2,30,23757
1426,23223,961,835,4,20,R,21,0.0,7,01:31.4,228.268,Collision damage,jolyon_palmer,1/20/1991,British,2016,14,9/4/2016,monza,Monza,Italy,renault,French,20.0,1,2,33275
1427,23634,981,807,4,14,13,13,0.0,52,01:26.1,242.128,+1 Lap,hulkenberg,8/19/1987,German,2017,13,9/3/2017,monza,Monza,Italy,renault,French,12.0,1,9,24418
1428,23641,981,835,4,17,R,20,0.0,29,01:25.8,243.198,Engine,jolyon_palmer,1/20/1991,British,2017,13,9/3/2017,monza,Monza,Italy,renault,French,17.0,1,25,31008
1429,24055,1002,807,4,20,14,13,0.0,52,01:24.8,246.01,+1 Lap,hulkenberg,8/19/1987,German,2018,14,9/2/2018,monza,Monza,Italy,renault,French,14.0,1,1,25234
1430,24055,1002,807,4,20,14,13,0.0,52,01:24.8,246.01,+1 Lap,hulkenberg,8/19/1987,German,2018,14,9/2/2018,monza,Monza,Italy,renault,French,14.0,2,41,24456
1431,24050,1002,832,4,7,9,8,4.0,53,01:23.5,249.671,Finished,sainz,9/1/1994,Spanish,2018,14,9/2/2018,monza,Monza,Italy,renault,French,7.0,1,39,25774
1432,21104,854,808,4,18,17,17,0.0,59,01:54.2,159.913,+2 Laps,petrov,9/8/1984,Russian,2011,14,9/25/2011,marina_bay,Marina Bay,Singapore,renault,French,18.0,1,16,30807
1433,21104,854,808,4,18,17,17,0.0,59,01:54.2,159.913,+2 Laps,petrov,9/8/1984,Russian,2011,14,9/25/2011,marina_bay,Marina Bay,Singapore,renault,French,18.0,2,29,30625
1434,21104,854,808,4,18,17,17,0.0,59,01:54.2,159.913,+2 Laps,petrov,9/8/1984,Russian,2011,14,9/25/2011,marina_bay,Marina Bay,Singapore,renault,French,18.0,3,47,30485
1435,21102,854,811,4,15,15,15,0.0,59,01:53.8,160.518,+2 Laps,bruno_senna,10/15/1983,Brazilian,2011,14,9/25/2011,marina_bay,Marina Bay,Singapore,renault,French,15.0,1,10,35398
1436,21102,854,811,4,15,15,15,0.0,59,01:53.8,160.518,+2 Laps,bruno_senna,10/15/1983,Brazilian,2011,14,9/25/2011,marina_bay,Marina Bay,Singapore,renault,French,15.0,2,11,36856
1437,21102,854,811,4,15,15,15,0.0,59,01:53.8,160.518,+2 Laps,bruno_senna,10/15/1983,Brazilian,2011,14,9/25/2011,marina_bay,Marina Bay,Singapore,renault,French,15.0,3,28,30832
1438,21102,854,811,4,15,15,15,0.0,59,01:53.8,160.518,+2 Laps,bruno_senna,10/15/1983,Brazilian,2011,14,9/25/2011,marina_bay,Marina Bay,Singapore,renault,French,15.0,4,48,30987
1439,23234,962,825,4,15,10,10,1.0,61,01:50.9,164.48,Finished,kevin_magnussen,10/5/1992,Danish,2016,15,9/18/2016,marina_bay,Marina Bay,Singapore,renault,French,17.0,1,1,25816
1440,23234,962,825,4,15,10,10,1.0,61,01:50.9,164.48,Finished,kevin_magnussen,10/5/1992,Danish,2016,15,9/18/2016,marina_bay,Marina Bay,Singapore,renault,French,17.0,2,17,28759
1441,23234,962,825,4,15,10,10,1.0,61,01:50.9,164.48,Finished,kevin_magnussen,10/5/1992,Danish,2016,15,9/18/2016,marina_bay,Marina Bay,Singapore,renault,French,17.0,3,38,29754
1442,23239,962,835,4,18,15,15,0.0,60,01:51.8,163.128,+1 Lap,jolyon_palmer,1/20/1991,British,2016,15,9/18/2016,marina_bay,Marina Bay,Singapore,renault,French,19.0,1,1,25211
1443,23239,962,835,4,18,15,15,0.0,60,01:51.8,163.128,+1 Lap,jolyon_palmer,1/20/1991,British,2016,15,9/18/2016,marina_bay,Marina Bay,Singapore,renault,French,19.0,2,11,28847
1444,23239,962,835,4,18,15,15,0.0,60,01:51.8,163.128,+1 Lap,jolyon_palmer,1/20/1991,British,2016,15,9/18/2016,marina_bay,Marina Bay,Singapore,renault,French,19.0,3,34,28804
1445,23655,982,807,4,7,R,14,0.0,48,01:48.0,168.816,Engine,hulkenberg,8/19/1987,German,2017,14,9/17/2017,marina_bay,Marina Bay,Singapore,renault,French,7.0,1,1,31032
1446,23655,982,807,4,7,R,14,0.0,48,01:48.0,168.816,Engine,hulkenberg,8/19/1987,German,2017,14,9/17/2017,marina_bay,Marina Bay,Singapore,renault,French,7.0,2,2,25093
1447,23655,982,807,4,7,R,14,0.0,48,01:48.0,168.816,Engine,hulkenberg,8/19/1987,German,2017,14,9/17/2017,marina_bay,Marina Bay,Singapore,renault,French,7.0,3,3,24964
1448,23655,982,807,4,7,R,14,0.0,48,01:48.0,168.816,Engine,hulkenberg,8/19/1987,German,2017,14,9/17/2017,marina_bay,Marina Bay,Singapore,renault,French,7.0,4,12,30725
1449,23655,982,807,4,7,R,14,0.0,48,01:48.0,168.816,Engine,hulkenberg,8/19/1987,German,2017,14,9/17/2017,marina_bay,Marina Bay,Singapore,renault,French,7.0,5,28,30005
1450,23655,982,807,4,7,R,14,0.0,48,01:48.0,168.816,Engine,hulkenberg,8/19/1987,German,2017,14,9/17/2017,marina_bay,Marina Bay,Singapore,renault,French,7.0,6,38,68357
1451,23647,982,835,4,11,6,6,8.0,58,01:46.7,170.855,Finished,jolyon_palmer,1/20/1991,British,2017,14,9/17/2017,marina_bay,Marina Bay,Singapore,renault,French,11.0,1,1,30785
1452,23647,982,835,4,11,6,6,8.0,58,01:46.7,170.855,Finished,jolyon_palmer,1/20/1991,British,2017,14,9/17/2017,marina_bay,Marina Bay,Singapore,renault,French,11.0,2,2,26206
1453,23647,982,835,4,11,6,6,8.0,58,01:46.7,170.855,Finished,jolyon_palmer,1/20/1991,British,2017,14,9/17/2017,marina_bay,Marina Bay,Singapore,renault,French,11.0,3,3,25113
1454,23647,982,835,4,11,6,6,8.0,58,01:46.7,170.855,Finished,jolyon_palmer,1/20/1991,British,2017,14,9/17/2017,marina_bay,Marina Bay,Singapore,renault,French,11.0,4,12,30015
1455,23647,982,835,4,11,6,6,8.0,58,01:46.7,170.855,Finished,jolyon_palmer,1/20/1991,British,2017,14,9/17/2017,marina_bay,Marina Bay,Singapore,renault,French,11.0,5,29,30038
1456,24072,1003,807,4,10,10,10,1.0,60,01:46.1,171.8,+1 Lap,hulkenberg,8/19/1987,German,2018,15,9/16/2018,marina_bay,Marina Bay,Singapore,renault,French,10.0,1,15,31183
1457,24070,1003,832,4,12,8,8,4.0,60,01:45.2,173.24,+1 Lap,sainz,9/1/1994,Spanish,2018,15,9/16/2018,marina_bay,Marina Bay,Singapore,renault,French,12.0,1,37,30242
1458,20836,843,2,4,16,12,12,0.0,56,\N,\N,Finished,heidfeld,5/10/1977,German,2011,3,4/17/2011,shanghai,Shanghai,China,renault,French,16.0,1,18,22216
1459,20836,843,2,4,16,12,12,0.0,56,\N,\N,Finished,heidfeld,5/10/1977,German,2011,3,4/17/2011,shanghai,Shanghai,China,renault,French,16.0,2,30,21821
1460,20833,843,808,4,10,9,9,2.0,56,\N,\N,Finished,petrov,9/8/1984,Russian,2011,3,4/17/2011,shanghai,Shanghai,China,renault,French,10.0,1,17,21981
1461,20833,843,808,4,10,9,9,2.0,56,\N,\N,Finished,petrov,9/8/1984,Russian,2011,3,4/17/2011,shanghai,Shanghai,China,renault,French,10.0,2,37,22005
1462,22977,950,825,4,17,17,17,0.0,55,01:42.3,191.803,+1 Lap,kevin_magnussen,10/5/1992,Danish,2016,3,4/17/2016,shanghai,Shanghai,China,renault,French,17.0,1,4,23158
1463,22977,950,825,4,17,17,17,0.0,55,01:42.3,191.803,+1 Lap,kevin_magnussen,10/5/1992,Danish,2016,3,4/17/2016,shanghai,Shanghai,China,renault,French,17.0,2,20,23257
1464,22977,950,825,4,17,17,17,0.0,55,01:42.3,191.803,+1 Lap,kevin_magnussen,10/5/1992,Danish,2016,3,4/17/2016,shanghai,Shanghai,China,renault,French,17.0,3,35,22677
1465,22982,950,835,4,19,22,22,0.0,55,01:42.2,191.951,+1 Lap,jolyon_palmer,1/20/1991,British,2016,3,4/17/2016,shanghai,Shanghai,China,renault,French,19.0,1,15,22799
1466,22982,950,835,4,19,22,22,0.0,55,01:42.2,191.951,+1 Lap,jolyon_palmer,1/20/1991,British,2016,3,4/17/2016,shanghai,Shanghai,China,renault,French,19.0,2,24,23280
1467,22982,950,835,4,19,22,22,0.0,55,01:42.2,191.951,+1 Lap,jolyon_palmer,1/20/1991,British,2016,3,4/17/2016,shanghai,Shanghai,China,renault,French,19.0,3,38,24099
1468,23410,970,807,4,7,12,12,0.0,55,01:38.0,200.21,+1 Lap,hulkenberg,8/19/1987,German,2017,2,4/9/2017,shanghai,Shanghai,China,renault,French,7.0,1,1,23550
1469,23410,970,807,4,7,12,12,0.0,55,01:38.0,200.21,+1 Lap,hulkenberg,8/19/1987,German,2017,2,4/9/2017,shanghai,Shanghai,China,renault,French,7.0,2,4,17336
1470,23410,970,807,4,7,12,12,0.0,55,01:38.0,200.21,+1 Lap,hulkenberg,8/19/1987,German,2017,2,4/9/2017,shanghai,Shanghai,China,renault,French,7.0,3,5,17362
1471,23410,970,807,4,7,12,12,0.0,55,01:38.0,200.21,+1 Lap,hulkenberg,8/19/1987,German,2017,2,4/9/2017,shanghai,Shanghai,China,renault,French,7.0,4,6,17359
1472,23410,970,807,4,7,12,12,0.0,55,01:38.0,200.21,+1 Lap,hulkenberg,8/19/1987,German,2017,2,4/9/2017,shanghai,Shanghai,China,renault,French,7.0,5,33,40144
1473,23411,970,835,4,20,13,13,0.0,55,01:38.2,199.871,+1 Lap,jolyon_palmer,1/20/1991,British,2017,2,4/9/2017,shanghai,Shanghai,China,renault,French,18.0,1,4,17291
1474,23411,970,835,4,20,13,13,0.0,55,01:38.2,199.871,+1 Lap,jolyon_palmer,1/20/1991,British,2017,2,4/9/2017,shanghai,Shanghai,China,renault,French,18.0,2,5,17291
1475,23411,970,835,4,20,13,13,0.0,55,01:38.2,199.871,+1 Lap,jolyon_palmer,1/20/1991,British,2017,2,4/9/2017,shanghai,Shanghai,China,renault,French,18.0,3,6,17301
1476,23411,970,835,4,20,13,13,0.0,55,01:38.2,199.871,+1 Lap,jolyon_palmer,1/20/1991,British,2017,2,4/9/2017,shanghai,Shanghai,China,renault,French,18.0,4,30,23993
1477,23827,991,807,4,7,6,6,8.0,56,01:36.9,202.553,Finished,hulkenberg,8/19/1987,German,2018,3,4/15/2018,shanghai,Shanghai,China,renault,French,7.0,1,13,23654
1478,23827,991,807,4,7,6,6,8.0,56,01:36.9,202.553,Finished,hulkenberg,8/19/1987,German,2018,3,4/15/2018,shanghai,Shanghai,China,renault,French,7.0,2,31,23297
1479,23830,991,832,4,9,9,9,2.0,56,01:37.8,200.744,Finished,sainz,9/1/1994,Spanish,2018,3,4/15/2018,shanghai,Shanghai,China,renault,French,9.0,1,12,23935
1480,23830,991,832,4,9,9,9,2.0,56,01:37.8,200.744,Finished,sainz,9/1/1994,Spanish,2018,3,4/15/2018,shanghai,Shanghai,China,renault,French,9.0,2,31,23117
1481,23348,967,825,4,18,14,14,0.0,71,01:26.5,179.284,Finished,kevin_magnussen,10/5/1992,Danish,2016,20,11/13/2016,interlagos,São Paulo,Brazil,renault,French,18.0,1,7,24986
1482,23348,967,825,4,18,14,14,0.0,71,01:26.5,179.284,Finished,kevin_magnussen,10/5/1992,Danish,2016,20,11/13/2016,interlagos,São Paulo,Brazil,renault,French,18.0,2,20,2008979
1483,23348,967,825,4,18,14,14,0.0,71,01:26.5,179.284,Finished,kevin_magnussen,10/5/1992,Danish,2016,20,11/13/2016,interlagos,São Paulo,Brazil,renault,French,18.0,3,28,1484474
1484,23348,967,825,4,18,14,14,0.0,71,01:26.5,179.284,Finished,kevin_magnussen,10/5/1992,Danish,2016,20,11/13/2016,interlagos,São Paulo,Brazil,renault,French,18.0,4,41,24265
1485,23353,967,835,4,16,R,19,0.0,20,01:34.3,164.441,Collision damage,jolyon_palmer,1/20/1991,British,2016,20,11/13/2016,interlagos,São Paulo,Brazil,renault,French,16.0,1,9,24745
1486,23353,967,835,4,16,R,19,0.0,20,01:34.3,164.441,Collision damage,jolyon_palmer,1/20/1991,British,2016,20,11/13/2016,interlagos,São Paulo,Brazil,renault,French,16.0,2,17,24656
1487,23751,987,807,4,7,10,10,1.0,70,01:13.8,210.314,+1 Lap,hulkenberg,8/19/1987,German,2017,19,11/12/2017,interlagos,São Paulo,Brazil,renault,French,8.0,1,1,18927
1488,23751,987,807,4,7,10,10,1.0,70,01:13.8,210.314,+1 Lap,hulkenberg,8/19/1987,German,2017,19,11/12/2017,interlagos,São Paulo,Brazil,renault,French,8.0,2,2,18549
1489,23751,987,807,4,7,10,10,1.0,70,01:13.8,210.314,+1 Lap,hulkenberg,8/19/1987,German,2017,19,11/12/2017,interlagos,São Paulo,Brazil,renault,French,8.0,3,3,18052
1490,23751,987,807,4,7,10,10,1.0,70,01:13.8,210.314,+1 Lap,hulkenberg,8/19/1987,German,2017,19,11/12/2017,interlagos,São Paulo,Brazil,renault,French,8.0,4,30,24054
1491,23752,987,832,4,8,11,11,0.0,70,01:13.6,210.694,+1 Lap,sainz,9/1/1994,Spanish,2017,19,11/12/2017,interlagos,São Paulo,Brazil,renault,French,9.0,1,1,19208
1492,23752,987,832,4,8,11,11,0.0,70,01:13.6,210.694,+1 Lap,sainz,9/1/1994,Spanish,2017,19,11/12/2017,interlagos,São Paulo,Brazil,renault,French,9.0,2,2,18604
1493,23752,987,832,4,8,11,11,0.0,70,01:13.6,210.694,+1 Lap,sainz,9/1/1994,Spanish,2017,19,11/12/2017,interlagos,São Paulo,Brazil,renault,French,9.0,3,3,18347
1494,23752,987,832,4,8,11,11,0.0,70,01:13.6,210.694,+1 Lap,sainz,9/1/1994,Spanish,2017,19,11/12/2017,interlagos,São Paulo,Brazil,renault,French,9.0,4,31,23550
1495,24174,1008,832,4,15,12,12,0.0,70,01:12.2,214.945,+1 Lap,sainz,9/1/1994,Spanish,2018,20,11/11/2018,interlagos,São Paulo,Brazil,renault,French,16.0,1,25,23939
1496,24174,1008,832,4,15,12,12,0.0,70,01:12.2,214.945,+1 Lap,sainz,9/1/1994,Spanish,2018,20,11/11/2018,interlagos,São Paulo,Brazil,renault,French,16.0,2,48,23770
1497,21217,859,808,4,15,10,10,1.0,70,01:17.0,201.43,+1 Lap,petrov,9/8/1984,Russian,2011,19,11/27/2011,interlagos,São Paulo,Brazil,renault,French,15.0,1,13,21169
1498,21217,859,808,4,15,10,10,1.0,70,01:17.0,201.43,+1 Lap,petrov,9/8/1984,Russian,2011,19,11/27/2011,interlagos,São Paulo,Brazil,renault,French,15.0,2,30,23102
1499,21217,859,808,4,15,10,10,1.0,70,01:17.0,201.43,+1 Lap,petrov,9/8/1984,Russian,2011,19,11/27/2011,interlagos,São Paulo,Brazil,renault,French,15.0,3,45,21781
1500,21224,859,811,4,9,17,17,0.0,69,01:18.3,198.18,+2 Laps,bruno_senna,10/15/1983,Brazilian,2011,19,11/27/2011,interlagos,São Paulo,Brazil,renault,French,9.0,1,12,21900
1501,21224,859,811,4,9,17,17,0.0,69,01:18.3,198.18,+2 Laps,bruno_senna,10/15/1983,Brazilian,2011,19,11/27/2011,interlagos,São Paulo,Brazil,renault,French,9.0,2,18,14029
1502,21224,859,811,4,9,17,17,0.0,69,01:18.3,198.18,+2 Laps,bruno_senna,10/15/1983,Brazilian,2011,19,11/27/2011,interlagos,São Paulo,Brazil,renault,French,9.0,3,28,23289
1503,21224,859,811,4,9,17,17,0.0,69,01:18.3,198.18,+2 Laps,bruno_senna,10/15/1983,Brazilian,2011,19,11/27/2011,interlagos,São Paulo,Brazil,renault,French,9.0,4,48,22128
1504,22949,949,825,4,22,11,11,0.0,56,01:36.7,201.418,+1 Lap,kevin_magnussen,10/5/1992,Danish,2016,2,4/3/2016,bahrain,Sakhir,Bahrain,renault,French,19.0,1,12,26876
1505,22949,949,825,4,22,11,11,0.0,56,01:36.7,201.418,+1 Lap,kevin_magnussen,10/5/1992,Danish,2016,2,4/3/2016,bahrain,Sakhir,Bahrain,renault,French,19.0,2,24,24383
1506,22949,949,825,4,22,11,11,0.0,56,01:36.7,201.418,+1 Lap,kevin_magnussen,10/5/1992,Danish,2016,2,4/3/2016,bahrain,Sakhir,Bahrain,renault,French,19.0,3,38,24341
1507,23427,971,807,4,7,9,9,2.0,57,01:35.4,204.286,Finished,hulkenberg,8/19/1987,German,2017,3,4/16/2017,bahrain,Sakhir,Bahrain,renault,French,7.0,1,13,26634
1508,23427,971,807,4,7,9,9,2.0,57,01:35.4,204.286,Finished,hulkenberg,8/19/1987,German,2017,3,4/16/2017,bahrain,Sakhir,Bahrain,renault,French,7.0,2,36,25135
1509,23431,971,835,4,10,13,13,0.0,56,01:35.6,203.901,+1 Lap,jolyon_palmer,1/20/1991,British,2017,3,4/16/2017,bahrain,Sakhir,Bahrain,renault,French,10.0,1,13,27466
1510,23431,971,835,4,10,13,13,0.0,56,01:35.6,203.901,+1 Lap,jolyon_palmer,1/20/1991,British,2017,3,4/16/2017,bahrain,Sakhir,Bahrain,renault,French,10.0,2,37,26420
1511,23807,990,807,4,7,6,6,8.0,57,01:34.7,205.807,Finished,hulkenberg,8/19/1987,German,2018,2,4/8/2018,bahrain,Sakhir,Bahrain,renault,French,8.0,1,15,24454
1512,23807,990,807,4,7,6,6,8.0,57,01:34.7,205.807,Finished,hulkenberg,8/19/1987,German,2018,2,4/8/2018,bahrain,Sakhir,Bahrain,renault,French,8.0,2,39,24382
1513,23812,990,832,4,10,11,11,0.0,56,01:35.5,203.937,+1 Lap,sainz,9/1/1994,Spanish,2018,2,4/8/2018,bahrain,Sakhir,Bahrain,renault,French,10.0,1,16,25768
1514,23812,990,832,4,10,11,11,0.0,56,01:35.5,203.937,+1 Lap,sainz,9/1/1994,Spanish,2018,2,4/8/2018,bahrain,Sakhir,Bahrain,renault,French,10.0,2,26,25307
1515,24239,1011,807,4,17,R,17,0.0,53,01:35.2,204.623,Engine,hulkenberg,8/19/1987,German,2019,2,3/31/2019,bahrain,Sakhir,Bahrain,renault,French,17.0,1,12,25498
1516,24239,1011,807,4,17,R,17,0.0,53,01:35.2,204.623,Engine,hulkenberg,8/19/1987,German,2019,2,3/31/2019,bahrain,Sakhir,Bahrain,renault,French,17.0,2,32,25253
1517,24240,1011,817,4,10,R,18,0.0,53,01:36.7,201.487,Out of fuel,ricciardo,7/1/1989,Australian,2019,2,3/31/2019,bahrain,Sakhir,Bahrain,renault,French,11.0,1,24,25676
1518,23064,954,825,4,22,16,16,0.0,68,01:18.2,200.7,+2 Laps,kevin_magnussen,10/5/1992,Danish,2016,7,6/12/2016,villeneuve,Montreal,Canada,renault,French,,1,39,23162
1519,23506,975,807,4,10,8,8,4.0,70,01:16.1,206.204,Finished,hulkenberg,8/19/1987,German,2017,7,6/11/2017,villeneuve,Montreal,Canada,renault,French,10.0,1,11,26764
1520,23509,975,835,4,15,11,11,0.0,69,01:16.7,204.677,+1 Lap,jolyon_palmer,1/20/1991,British,2017,7,6/11/2017,villeneuve,Montreal,Canada,renault,French,15.0,1,11,24423
1521,23908,995,807,4,7,7,7,6.0,67,01:15.6,207.699,+1 Lap,hulkenberg,8/19/1987,German,2018,7,6/10/2018,villeneuve,Montreal,Canada,renault,French,7.0,1,13,24521
1522,23909,995,832,4,9,8,8,4.0,67,01:15.7,207.485,+1 Lap,sainz,9/1/1994,Spanish,2018,7,6/10/2018,villeneuve,Montreal,Canada,renault,French,9.0,1,14,24416
1523,20939,847,2,4,9,R,20,0.0,55,01:25.1,184.408,Accident,heidfeld,5/10/1977,German,2011,7,6/12/2011,villeneuve,Montreal,Canada,renault,French,9.0,1,35,23113
1524,20939,847,2,4,9,R,20,0.0,55,01:25.1,184.408,Accident,heidfeld,5/10/1977,German,2011,7,6/12/2011,villeneuve,Montreal,Canada,renault,French,9.0,2,52,23364
1525,20924,847,808,4,10,5,5,10.0,70,01:19.1,198.593,Finished,petrov,9/8/1984,Russian,2011,7,6/12/2011,villeneuve,Montreal,Canada,renault,French,10.0,1,36,23816
1526,20924,847,808,4,10,5,5,10.0,70,01:19.1,198.593,Finished,petrov,9/8/1984,Russian,2011,7,6/12/2011,villeneuve,Montreal,Canada,renault,French,10.0,2,53,24145
1527,21120,855,808,4,10,9,9,2.0,53,01:37.1,215.399,Finished,petrov,9/8/1984,Russian,2011,15,10/9/2011,suzuka,Suzuka,Japan,renault,French,9.0,1,18,21304
1528,21120,855,808,4,10,9,9,2.0,53,01:37.1,215.399,Finished,petrov,9/8/1984,Russian,2011,15,10/9/2011,suzuka,Suzuka,Japan,renault,French,9.0,2,39,20832
1529,21127,855,811,4,9,16,16,0.0,53,01:38.4,212.436,Finished,bruno_senna,10/15/1983,Brazilian,2011,15,10/9/2011,suzuka,Suzuka,Japan,renault,French,8.0,1,15,25927
1530,21127,855,811,4,9,16,16,0.0,53,01:38.4,212.436,Finished,bruno_senna,10/15/1983,Brazilian,2011,15,10/9/2011,suzuka,Suzuka,Japan,renault,French,8.0,2,35,22466
1531,23282,964,825,4,17,14,14,0.0,52,01:38.0,213.24,+1 Lap,kevin_magnussen,10/5/1992,Danish,2016,17,10/9/2016,suzuka,Suzuka,Japan,renault,French,18.0,1,25,23072
1532,23280,964,835,4,16,12,12,0.0,52,01:38.0,213.366,+1 Lap,jolyon_palmer,1/20/1991,British,2016,17,10/9/2016,suzuka,Suzuka,Japan,renault,French,16.0,1,25,23452
