,resultId,raceId,driverId,constructorId,grid,positionText,positionOrder,points,laps,fastestLapTime,fastestLapSpeed,status,driverRef,dob,nationality_x,year,round,name_x,date,circuitRef,location,country,constructorRef,nationality_y,position_quali,stop,lap,milliseconds,name,weather,SC Laps
1370,20969,849,20,9,2,2,2,18.0,52,01:35.6,221.918,Finished,vettel,7/3/1987,German,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,red_bull,Austrian,2.0,2,27,31558,British Grand Prix,Varied,
1371,20969,849,20,9,2,2,2,18.0,52,01:35.6,221.918,Finished,vettel,7/3/1987,German,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,red_bull,Austrian,2.0,3,36,23137,British Grand Prix,Varied,
1372,20988,849,67,5,19,R,21,0.0,25,01:40.2,211.602,Accident,buemi,10/31/1988,Swiss,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,toro_rosso,Italian,19.0,1,11,26279,British Grand Prix,Varied,
1373,20988,849,67,5,19,R,21,0.0,25,01:40.2,211.602,Accident,buemi,10/31/1988,Swiss,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,toro_rosso,Italian,19.0,2,25,24620,British Grand Prix,Varied,
1374,20977,849,153,5,18,10,10,1.0,52,01:37.2,218.275,Finished,alguersuari,3/23/1990,Spanish,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,toro_rosso,Italian,18.0,1,12,24719,British Grand Prix,Varied,
1375,20977,849,153,5,18,10,10,1.0,52,01:37.2,218.275,Finished,alguersuari,3/23/1990,Spanish,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,toro_rosso,Italian,18.0,2,31,24095,British Grand Prix,Varied,
1376,20978,849,16,10,11,11,11,0.0,52,01:36.7,219.213,Finished,sutil,1/11/1983,German,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,force_india,Indian,11.0,1,11,25737,British Grand Prix,Varied,
1377,20978,849,16,10,11,11,11,0.0,52,01:36.7,219.213,Finished,sutil,1/11/1983,German,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,force_india,Indian,11.0,2,25,24077,British Grand Prix,Varied,
1378,20978,849,16,10,11,11,11,0.0,52,01:36.7,219.213,Finished,sutil,1/11/1983,German,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,force_india,Indian,11.0,3,40,27240,British Grand Prix,Varied,
1379,20982,849,814,10,6,15,15,0.0,51,01:37.9,216.545,+1 Lap,resta,4/16/1986,British,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,force_india,Indian,6.0,1,12,26612,British Grand Prix,Varied,
1380,20982,849,814,10,6,15,15,0.0,51,01:37.9,216.545,+1 Lap,resta,4/16/1986,British,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,force_india,Indian,6.0,2,24,45291,British Grand Prix,Varied,
1381,20982,849,814,10,6,15,15,0.0,51,01:37.9,216.545,+1 Lap,resta,4/16/1986,British,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,force_india,Indian,6.0,3,26,31471,British Grand Prix,Varied,
1382,20973,849,3,131,9,6,6,8.0,52,01:37.1,218.47,Finished,rosberg,6/27/1985,German,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,mercedes,German,9.0,1,12,24722,British Grand Prix,Varied,
1383,20973,849,3,131,9,6,6,8.0,52,01:37.1,218.47,Finished,rosberg,6/27/1985,German,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,mercedes,German,9.0,2,30,24399,British Grand Prix,Varied,
1384,20976,849,30,131,13,9,9,2.0,52,01:37.0,218.558,Finished,michael_schumacher,1/3/1969,German,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,mercedes,German,13.0,1,9,30242,British Grand Prix,Varied,
1385,20976,849,30,131,13,9,9,2.0,52,01:37.0,218.558,Finished,michael_schumacher,1/3/1969,German,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,mercedes,German,13.0,2,16,31751,British Grand Prix,Varied,
1386,20976,849,30,131,13,9,9,2.0,52,01:37.0,218.558,Finished,michael_schumacher,1/3/1969,German,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,mercedes,German,13.0,3,31,24651,British Grand Prix,Varied,
1387,20983,849,10,166,20,16,16,0.0,50,01:39.8,212.477,+2 Laps,glock,3/18/1982,German,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,virgin,British,20.0,1,11,25416,British Grand Prix,Varied,
1388,20983,849,10,166,20,16,16,0.0,50,01:39.8,212.477,+2 Laps,glock,3/18/1982,German,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,virgin,British,20.0,2,30,24959,British Grand Prix,Varied,
1389,20984,849,816,166,22,17,17,0.0,50,01:40.6,210.894,+2 Laps,ambrosio,12/27/1985,Belgian,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,virgin,British,22.0,1,11,28742,British Grand Prix,Varied,
1390,20984,849,816,166,22,17,17,0.0,50,01:40.6,210.894,+2 Laps,ambrosio,12/27/1985,Belgian,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,virgin,British,22.0,2,28,25428,British Grand Prix,Varied,
1391,20989,849,155,15,8,R,22,0.0,23,01:40.7,210.595,Engine,kobayashi,9/13/1986,Japanese,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,sauber,Swiss,8.0,1,11,28448,British Grand Prix,Varied,
1392,20989,849,155,15,8,R,22,0.0,23,01:40.7,210.595,Engine,kobayashi,9/13/1986,Japanese,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,sauber,Swiss,8.0,2,20,31551,British Grand Prix,Varied,
1393,20974,849,815,15,12,7,7,6.0,52,01:36.7,219.413,Finished,perez,1/26/1990,Mexican,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,sauber,Swiss,12.0,1,12,25386,British Grand Prix,Varied,
1394,20974,849,815,15,12,7,7,6.0,52,01:36.7,219.413,Finished,perez,1/26/1990,Mexican,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,sauber,Swiss,12.0,2,32,25619,British Grand Prix,Varied,
1395,20985,849,24,164,23,18,18,0.0,50,01:40.5,210.97,+2 Laps,liuzzi,8/6/1980,Italian,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,hrt,Spanish,23.0,1,11,26643,British Grand Prix,Varied,
1396,20985,849,24,164,23,18,18,0.0,50,01:40.5,210.97,+2 Laps,liuzzi,8/6/1980,Italian,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,hrt,Spanish,23.0,2,31,25505,British Grand Prix,Varied,
1397,20986,849,817,164,24,19,19,0.0,49,01:40.9,210.163,+3 Laps,ricciardo,7/1/1989,Australian,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,hrt,Spanish,24.0,1,12,25872,British Grand Prix,Varied,
1398,20986,849,817,164,24,19,19,0.0,49,01:40.9,210.163,+3 Laps,ricciardo,7/1/1989,Australian,2011,9,British Grand Prix,7/10/2011,silverstone,Silverstone,UK,hrt,Spanish,24.0,2,28,26942,British Grand Prix,Varied,
1399,21431,868,1,1,8,8,8,4.0,52,01:36.2,220.515,Finished,hamilton,1/7/1985,British,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,mclaren,British,8.0,1,21,24498,British Grand Prix,Dry,
1400,21431,868,1,1,8,8,8,4.0,52,01:36.2,220.515,Finished,hamilton,1/7/1985,British,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,mclaren,British,8.0,2,28,25003,British Grand Prix,Dry,
1401,21433,868,18,1,16,10,10,1.0,52,01:36.1,220.714,Finished,button,1/19/1980,British,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,mclaren,British,18.0,1,16,25138,British Grand Prix,Dry,
1402,21433,868,18,1,16,10,10,1.0,52,01:36.1,220.714,Finished,button,1/19/1980,British,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,mclaren,British,18.0,2,31,24762,British Grand Prix,Dry,
1403,21439,868,813,3,7,16,16,0.0,51,01:37.5,217.48,+1 Lap,maldonado,3/9/1985,Venezuelan,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,williams,British,7.0,2,12,33068,British Grand Prix,Dry,
1404,21439,868,813,3,7,16,16,0.0,51,01:37.5,217.48,+1 Lap,maldonado,3/9/1985,Venezuelan,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,williams,British,7.0,1,11,25630,British Grand Prix,Dry,
1405,21432,868,811,3,13,9,9,2.0,52,01:35.9,221.228,Finished,bruno_senna,10/15/1983,Brazilian,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,williams,British,15.0,1,14,25983,British Grand Prix,Dry,
1406,21432,868,811,3,13,9,9,2.0,52,01:35.9,221.228,Finished,bruno_senna,10/15/1983,Brazilian,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,williams,British,15.0,2,30,26573,British Grand Prix,Dry,
1407,21425,868,4,6,1,2,2,18.0,52,01:35.4,222.336,Finished,alonso,7/29/1981,Spanish,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,ferrari,Italian,1.0,1,15,25372,British Grand Prix,Dry,
1408,21425,868,4,6,1,2,2,18.0,52,01:35.4,222.336,Finished,alonso,7/29/1981,Spanish,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,ferrari,Italian,1.0,2,37,24998,British Grand Prix,Dry,
1409,21427,868,13,6,5,4,4,12.0,52,01:35.0,223.141,Finished,massa,4/25/1981,Brazilian,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,ferrari,Italian,5.0,1,13,25325,British Grand Prix,Dry,
1410,21427,868,13,6,5,4,4,12.0,52,01:35.0,223.141,Finished,massa,4/25/1981,Brazilian,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,ferrari,Italian,5.0,2,35,25110,British Grand Prix,Dry,
1411,21424,868,17,9,2,1,1,25.0,52,01:34.9,223.393,Finished,webber,8/27/1976,Australian,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,red_bull,Austrian,2.0,2,33,25179,British Grand Prix,Dry,
1412,21424,868,17,9,2,1,1,25.0,52,01:34.9,223.393,Finished,webber,8/27/1976,Australian,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,red_bull,Austrian,2.0,1,14,25854,British Grand Prix,Dry,
1413,21426,868,20,9,4,3,3,15.0,52,01:34.9,223.48,Finished,vettel,7/3/1987,German,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,red_bull,Austrian,4.0,2,31,25319,British Grand Prix,Dry,
1414,21426,868,20,9,4,3,3,15.0,52,01:34.9,223.48,Finished,vettel,7/3/1987,German,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,red_bull,Austrian,4.0,1,10,25829,British Grand Prix,Dry,
1415,21436,868,817,5,12,13,13,0.0,52,01:35.4,222.19,Finished,ricciardo,7/1/1989,Australian,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,toro_rosso,Italian,14.0,1,16,25626,British Grand Prix,Dry,
1416,21436,868,817,5,12,13,13,0.0,52,01:35.4,222.19,Finished,ricciardo,7/1/1989,Australian,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,toro_rosso,Italian,14.0,2,29,25613,British Grand Prix,Dry,
1417,21437,868,818,5,23,14,14,0.0,52,01:35.5,222.036,Finished,vergne,4/25/1990,French,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,toro_rosso,Italian,16.0,1,14,26489,British Grand Prix,Dry,
1418,21437,868,818,5,23,14,14,0.0,52,01:35.5,222.036,Finished,vergne,4/25/1990,French,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,toro_rosso,Italian,16.0,2,32,26200,British Grand Prix,Dry,
1419,21435,868,807,10,14,12,12,0.0,52,01:36.0,220.956,Finished,hulkenberg,8/19/1987,German,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,force_india,Indian,9.0,1,16,26060,British Grand Prix,Dry,
1420,21435,868,807,10,14,12,12,0.0,52,01:36.0,220.956,Finished,hulkenberg,8/19/1987,German,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,force_india,Indian,9.0,2,35,25444,British Grand Prix,Dry,
1421,21446,868,814,10,10,R,23,0.0,2,\N,\N,Collision,resta,4/16/1986,British,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,force_india,Indian,11.0,1,1,32790,British Grand Prix,Dry,
1422,21438,868,3,131,11,15,15,0.0,52,01:35.7,221.489,Finished,rosberg,6/27/1985,German,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,mercedes,German,13.0,1,15,25189,British Grand Prix,Dry,
1423,21438,868,3,131,11,15,15,0.0,52,01:35.7,221.489,Finished,rosberg,6/27/1985,German,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,mercedes,German,13.0,2,37,33529,British Grand Prix,Dry,
1424,21430,868,30,131,3,7,7,6.0,52,01:35.2,222.789,Finished,michael_schumacher,1/3/1969,German,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,mercedes,German,3.0,1,12,25938,British Grand Prix,Dry,
1425,21430,868,30,131,3,7,7,6.0,52,01:35.2,222.789,Finished,michael_schumacher,1/3/1969,German,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,mercedes,German,3.0,2,34,25552,British Grand Prix,Dry,
1426,21434,868,155,15,17,11,11,0.0,52,01:35.5,222.12,Finished,kobayashi,9/13/1986,Japanese,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,sauber,Swiss,12.0,1,16,26845,British Grand Prix,Dry,
1427,21434,868,155,15,17,11,11,0.0,52,01:35.5,222.12,Finished,kobayashi,9/13/1986,Japanese,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,sauber,Swiss,12.0,2,37,39208,British Grand Prix,Dry,
1428,21445,868,815,15,15,R,22,0.0,11,01:39.8,212.541,Collision,perez,1/26/1990,Mexican,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,sauber,Swiss,17.0,1,11,25192,British Grand Prix,Dry,
1429,21443,868,37,164,21,20,20,0.0,50,01:39.6,212.889,+2 Laps,rosa,2/24/1971,Spanish,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,hrt,Spanish,22.0,1,27,27715,British Grand Prix,Dry,
1430,21444,868,39,164,22,21,21,0.0,50,01:38.3,215.658,+2 Laps,karthikeyan,1/14/1977,Indian,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,hrt,Spanish,23.0,1,16,29908,British Grand Prix,Dry,
1431,21444,868,39,164,22,21,21,0.0,50,01:38.3,215.658,+2 Laps,karthikeyan,1/14/1977,Indian,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,hrt,Spanish,23.0,2,35,27944,British Grand Prix,Dry,
1432,21440,868,5,207,19,17,17,0.0,51,01:38.1,216.293,+1 Lap,kovalainen,10/19/1981,Finnish,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,caterham,Malaysian,20.0,2,29,26434,British Grand Prix,Dry,
1433,21440,868,5,207,19,17,17,0.0,51,01:38.1,216.293,+1 Lap,kovalainen,10/19/1981,Finnish,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,caterham,Malaysian,20.0,1,12,26196,British Grand Prix,Dry,
1434,21428,868,8,208,6,5,5,10.0,52,01:34.7,224.037,Finished,raikkonen,10/17/1979,Finnish,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,lotus_f1,British,6.0,1,13,25581,British Grand Prix,Dry,
1435,21428,868,8,208,6,5,5,10.0,52,01:34.7,224.037,Finished,raikkonen,10/17/1979,Finnish,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,lotus_f1,British,6.0,2,34,25871,British Grand Prix,Dry,
1436,21429,868,154,208,9,6,6,8.0,52,01:34.9,223.51,Finished,grosjean,4/17/1986,French,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,lotus_f1,British,10.0,2,26,25388,British Grand Prix,Dry,
1437,21429,868,154,208,9,6,6,8.0,52,01:34.9,223.51,Finished,grosjean,4/17/1986,French,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,lotus_f1,British,10.0,1,2,34201,British Grand Prix,Dry,
1438,21441,868,10,206,20,18,18,0.0,51,01:37.4,217.687,+1 Lap,glock,3/18/1982,German,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,marussia,Russian,21.0,1,18,26165,British Grand Prix,Dry,
1439,21441,868,10,206,20,18,18,0.0,51,01:37.4,217.687,+1 Lap,glock,3/18/1982,German,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,marussia,Russian,21.0,2,38,25241,British Grand Prix,Dry,
1440,21442,868,819,206,24,19,19,0.0,51,01:38.0,216.386,+1 Lap,pic,2/15/1990,French,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,marussia,Russian,24.0,2,32,26164,British Grand Prix,Dry,
1441,21442,868,819,206,24,19,19,0.0,51,01:38.0,216.386,+1 Lap,pic,2/15/1990,French,2012,9,British Grand Prix,7/8/2012,silverstone,Silverstone,UK,marussia,Russian,24.0,1,13,26313,British Grand Prix,Dry,
1442,21878,887,18,1,10,13,13,0.0,52,01:36.4,220.096,Finished,button,1/19/1980,British,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,mclaren,British,11.0,1,11,24745,British Grand Prix,Dry,12.0
1443,21878,887,18,1,10,13,13,0.0,52,01:36.4,220.096,Finished,button,1/19/1980,British,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,mclaren,British,11.0,2,32,24357,British Grand Prix,Dry,12.0
1444,21885,887,815,1,13,20,20,0.0,46,01:36.1,220.611,Wheel,perez,1/26/1990,Mexican,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,mclaren,British,14.0,1,13,24596,British Grand Prix,Dry,12.0
1445,21885,887,815,1,13,20,20,0.0,46,01:36.1,220.611,Wheel,perez,1/26/1990,Mexican,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,mclaren,British,14.0,2,33,25028,British Grand Prix,Dry,12.0
1446,21876,887,813,3,15,11,11,0.0,52,01:35.9,221.126,Finished,maldonado,3/9/1985,Venezuelan,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,williams,British,16.0,1,15,25244,British Grand Prix,Dry,12.0
1447,21876,887,813,3,15,11,11,0.0,52,01:35.9,221.126,Finished,maldonado,3/9/1985,Venezuelan,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,williams,British,16.0,2,37,25275,British Grand Prix,Dry,12.0
1448,21877,887,822,3,16,12,12,0.0,52,01:36.3,220.196,Finished,bottas,8/28/1989,Finnish,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,williams,British,17.0,1,15,30231,British Grand Prix,Dry,12.0
1449,21877,887,822,3,16,12,12,0.0,52,01:36.3,220.196,Finished,bottas,8/28/1989,Finnish,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,williams,British,17.0,2,38,31851,British Grand Prix,Dry,12.0
1450,21868,887,4,6,9,3,3,15.0,52,01:34.1,225.396,Finished,alonso,7/29/1981,Spanish,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,ferrari,Italian,10.0,1,10,24572,British Grand Prix,Dry,12.0
1451,21868,887,4,6,9,3,3,15.0,52,01:34.1,225.396,Finished,alonso,7/29/1981,Spanish,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,ferrari,Italian,10.0,2,30,24789,British Grand Prix,Dry,12.0
1452,21868,887,4,6,9,3,3,15.0,52,01:34.1,225.396,Finished,alonso,7/29/1981,Spanish,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,ferrari,Italian,10.0,3,41,25018,British Grand Prix,Dry,12.0
1453,21871,887,13,6,11,6,6,8.0,52,01:35.3,222.598,Finished,massa,4/25/1981,Brazilian,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,ferrari,Italian,12.0,1,10,35210,British Grand Prix,Dry,12.0
1454,21871,887,13,6,11,6,6,8.0,52,01:35.3,222.598,Finished,massa,4/25/1981,Brazilian,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,ferrari,Italian,12.0,2,16,24680,British Grand Prix,Dry,12.0
1455,21871,887,13,6,11,6,6,8.0,52,01:35.3,222.598,Finished,massa,4/25/1981,Brazilian,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,ferrari,Italian,12.0,3,36,24400,British Grand Prix,Dry,12.0
1456,21871,887,13,6,11,6,6,8.0,52,01:35.3,222.598,Finished,massa,4/25/1981,Brazilian,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,ferrari,Italian,12.0,4,42,24872,British Grand Prix,Dry,12.0
1457,21867,887,17,9,4,2,2,18.0,52,01:33.4,227.059,Finished,webber,8/27/1976,Australian,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,red_bull,Austrian,4.0,1,10,31448,British Grand Prix,Dry,12.0
1458,21867,887,17,9,4,2,2,18.0,52,01:33.4,227.059,Finished,webber,8/27/1976,Australian,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,red_bull,Austrian,4.0,2,31,24781,British Grand Prix,Dry,12.0
1459,21867,887,17,9,4,2,2,18.0,52,01:33.4,227.059,Finished,webber,8/27/1976,Australian,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,red_bull,Austrian,4.0,3,42,24473,British Grand Prix,Dry,12.0
1460,21886,887,20,9,3,R,21,0.0,41,01:35.0,223.195,Gearbox,vettel,7/3/1987,German,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,red_bull,Austrian,3.0,1,13,24159,British Grand Prix,Dry,12.0
1461,21886,887,20,9,3,R,21,0.0,41,01:35.0,223.195,Gearbox,vettel,7/3/1987,German,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,red_bull,Austrian,3.0,2,35,24092,British Grand Prix,Dry,12.0
1462,21873,887,817,5,5,8,8,4.0,52,01:35.9,221.08,Finished,ricciardo,7/1/1989,Australian,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,toro_rosso,Italian,6.0,1,11,29446,British Grand Prix,Dry,12.0
1463,21873,887,817,5,5,8,8,4.0,52,01:35.9,221.08,Finished,ricciardo,7/1/1989,Australian,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,toro_rosso,Italian,6.0,2,32,26229,British Grand Prix,Dry,12.0
1464,21887,887,818,5,12,R,22,0.0,35,01:38.4,215.59,Tyre,vergne,4/25/1990,French,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,toro_rosso,Italian,13.0,1,14,29418,British Grand Prix,Dry,12.0
1465,21887,887,818,5,12,R,22,0.0,35,01:38.4,215.59,Tyre,vergne,4/25/1990,French,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,toro_rosso,Italian,13.0,2,25,26317,British Grand Prix,Dry,12.0
1466,21872,887,16,10,6,7,7,6.0,52,01:36.0,221.002,Finished,sutil,1/11/1983,German,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,force_india,Indian,7.0,1,12,24807,British Grand Prix,Dry,12.0
1467,21872,887,16,10,6,7,7,6.0,52,01:36.0,221.002,Finished,sutil,1/11/1983,German,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,force_india,Indian,7.0,2,33,25158,British Grand Prix,Dry,12.0
1468,21874,887,814,10,21,9,9,2.0,52,01:35.3,222.465,Finished,resta,4/16/1986,British,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,force_india,Indian,5.0,1,9,25004,British Grand Prix,Dry,12.0
1469,21874,887,814,10,21,9,9,2.0,52,01:35.3,222.465,Finished,resta,4/16/1986,British,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,force_india,Indian,5.0,2,33,25099,British Grand Prix,Dry,12.0
1470,21874,887,814,10,21,9,9,2.0,52,01:35.3,222.465,Finished,resta,4/16/1986,British,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,force_india,Indian,5.0,3,42,33401,British Grand Prix,Dry,12.0
1471,21869,887,1,131,1,4,4,12.0,52,01:34.2,225.231,Finished,hamilton,1/7/1985,British,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,mercedes,German,1.0,1,8,29026,British Grand Prix,Dry,12.0
1472,21869,887,1,131,1,4,4,12.0,52,01:34.2,225.231,Finished,hamilton,1/7/1985,British,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,mercedes,German,1.0,2,36,24635,British Grand Prix,Dry,12.0
1473,21866,887,3,131,2,1,1,25.0,52,01:33.5,226.744,Finished,rosberg,6/27/1985,German,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,mercedes,German,2.0,1,12,24990,British Grand Prix,Dry,12.0
1474,21866,887,3,131,2,1,1,25.0,52,01:33.5,226.744,Finished,rosberg,6/27/1985,German,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,mercedes,German,2.0,2,34,24893,British Grand Prix,Dry,12.0
1475,21866,887,3,131,2,1,1,25.0,52,01:33.5,226.744,Finished,rosberg,6/27/1985,German,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,mercedes,German,2.0,3,42,25436,British Grand Prix,Dry,12.0
1476,21875,887,807,15,14,10,10,1.0,52,01:36.0,220.882,Finished,hulkenberg,8/19/1987,German,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,sauber,Swiss,15.0,1,12,29684,British Grand Prix,Dry,12.0
1477,21875,887,807,15,14,10,10,1.0,52,01:36.0,220.882,Finished,hulkenberg,8/19/1987,German,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,sauber,Swiss,15.0,2,25,26256,British Grand Prix,Dry,12.0
1478,21875,887,807,15,14,10,10,1.0,52,01:36.0,220.882,Finished,hulkenberg,8/19/1987,German,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,sauber,Swiss,15.0,3,37,24863,British Grand Prix,Dry,12.0
1479,21879,887,821,15,17,14,14,0.0,52,01:36.4,219.906,Finished,gutierrez,8/5/1991,Mexican,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,sauber,Swiss,18.0,1,10,25330,British Grand Prix,Dry,12.0
1480,21879,887,821,15,17,14,14,0.0,52,01:36.4,219.906,Finished,gutierrez,8/5/1991,Mexican,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,sauber,Swiss,18.0,2,27,26040,British Grand Prix,Dry,12.0
1481,21879,887,821,15,17,14,14,0.0,52,01:36.4,219.906,Finished,gutierrez,8/5/1991,Mexican,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,sauber,Swiss,18.0,3,29,31937,British Grand Prix,Dry,12.0
1482,21879,887,821,15,17,14,14,0.0,52,01:36.4,219.906,Finished,gutierrez,8/5/1991,Mexican,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,sauber,Swiss,18.0,4,40,25087,British Grand Prix,Dry,12.0
1483,21880,887,819,207,18,15,15,0.0,52,01:37.1,218.43,Finished,pic,2/15/1990,French,2013,8,British Grand Prix,6/30/2013,silverstone,Silverstone,UK,caterham,Malaysian,19.0,1,15,26191,British Grand Prix,Dry,12.0
