,resultId,raceId,driverId,constructorId,grid,positionText,positionOrder,points,laps,fastestLapTime,fastestLapSpeed,status,driverRef,dob,nationality_x,year,round,name_x,date,circuitRef,location,country,constructorRef,nationality_y,position_quali,stop,lap,milliseconds,name_x,clusters,name_y,weather,SC Laps
271,23021,952,837,209,22,17,17,0.0,65,01:29.4,187.445,+1 Lap,haryanto,1/22/1993,Indonesian,2016,5,Spanish Grand Prix,5/15/2016,catalunya,Montmeló,Spain,manor,British,22.0,2,48,26186,Spanish Grand Prix,4,Spanish Grand Prix,Dry,3.0
272,22654,931,4,1,13,R,19,0.0,41,01:20.5,149.308,Gearbox,alonso,7/29/1981,Spanish,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,mclaren,British,15.0,1,32,30345,Monaco Grand Prix,2,Monaco Grand Prix,Dry,7.0
273,22643,931,18,1,10,8,8,4.0,78,01:19.5,151.128,Finished,button,1/19/1980,British,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,mclaren,British,12.0,1,35,25062,Monaco Grand Prix,4,Monaco Grand Prix,Dry,7.0
274,22643,931,18,1,10,8,8,4.0,78,01:19.5,151.128,Finished,button,1/19/1980,British,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,mclaren,British,12.0,2,64,24661,Monaco Grand Prix,4,Monaco Grand Prix,Dry,7.0
275,22650,931,13,3,12,15,15,0.0,77,01:19.8,150.609,+1 Lap,massa,4/25/1981,Brazilian,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,williams,British,14.0,1,1,42934,Monaco Grand Prix,5,Monaco Grand Prix,Dry,7.0
276,22650,931,13,3,12,15,15,0.0,77,01:19.8,150.609,+1 Lap,massa,4/25/1981,Brazilian,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,williams,British,14.0,2,39,24970,Monaco Grand Prix,5,Monaco Grand Prix,Dry,7.0
277,22650,931,13,3,12,15,15,0.0,77,01:19.8,150.609,+1 Lap,massa,4/25/1981,Brazilian,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,williams,British,14.0,3,62,24395,Monaco Grand Prix,5,Monaco Grand Prix,Dry,7.0
278,22649,931,822,3,16,14,14,0.0,78,01:18.9,152.173,Finished,bottas,8/28/1989,Finnish,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,williams,British,17.0,1,14,24641,Monaco Grand Prix,1,Monaco Grand Prix,Dry,7.0
279,22649,931,822,3,16,14,14,0.0,78,01:18.9,152.173,Finished,bottas,8/28/1989,Finnish,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,williams,British,17.0,2,56,24412,Monaco Grand Prix,1,Monaco Grand Prix,Dry,7.0
280,22641,931,8,6,6,6,6,8.0,78,01:19.7,150.822,Finished,raikkonen,10/17/1979,Finnish,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,ferrari,Italian,6.0,1,37,24177,Monaco Grand Prix,4,Monaco Grand Prix,Dry,7.0
281,22637,931,20,6,3,2,2,18.0,78,01:18.9,152.347,Finished,vettel,7/3/1987,German,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,ferrari,Italian,3.0,1,36,24851,Monaco Grand Prix,4,Monaco Grand Prix,Dry,7.0
282,22640,931,817,9,4,5,5,10.0,78,01:18.1,153.891,Finished,ricciardo,7/1/1989,Australian,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,red_bull,Austrian,4.0,1,36,24501,Monaco Grand Prix,4,Monaco Grand Prix,Dry,7.0
283,22640,931,817,9,4,5,5,10.0,78,01:18.1,153.891,Finished,ricciardo,7/1/1989,Australian,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,red_bull,Austrian,4.0,2,65,24244,Monaco Grand Prix,4,Monaco Grand Prix,Dry,7.0
284,22639,931,826,9,5,4,4,12.0,78,01:19.1,151.815,Finished,kvyat,4/26/1994,Russian,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,red_bull,Austrian,5.0,1,28,25119,Monaco Grand Prix,4,Monaco Grand Prix,Dry,7.0
285,22645,931,832,5,0,10,10,1.0,78,01:19.8,150.511,Finished,sainz,9/1/1994,Spanish,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,toro_rosso,Italian,8.0,1,12,25306,Monaco Grand Prix,6,Monaco Grand Prix,Dry,7.0
286,22646,931,807,10,11,11,11,0.0,78,01:19.9,150.313,Finished,hulkenberg,8/19/1987,German,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,force_india,Indian,13.0,1,1,34773,Monaco Grand Prix,3,Monaco Grand Prix,Dry,7.0
287,22646,931,807,10,11,11,11,0.0,78,01:19.9,150.313,Finished,hulkenberg,8/19/1987,German,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,force_india,Indian,13.0,2,31,24758,Monaco Grand Prix,3,Monaco Grand Prix,Dry,7.0
288,22642,931,815,10,7,7,7,6.0,78,01:19.7,150.811,Finished,perez,1/26/1990,Mexican,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,force_india,Indian,7.0,1,36,24733,Monaco Grand Prix,4,Monaco Grand Prix,Dry,7.0
289,22642,931,815,10,7,7,7,6.0,78,01:19.7,150.811,Finished,perez,1/26/1990,Mexican,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,force_india,Indian,7.0,2,64,25119,Monaco Grand Prix,4,Monaco Grand Prix,Dry,7.0
290,22638,931,1,131,1,3,3,15.0,78,01:18.7,152.692,Finished,hamilton,1/7/1985,British,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,mercedes,German,1.0,1,38,24181,Monaco Grand Prix,4,Monaco Grand Prix,Dry,7.0
291,22638,931,1,131,1,3,3,15.0,78,01:18.7,152.692,Finished,hamilton,1/7/1985,British,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,mercedes,German,1.0,2,65,25495,Monaco Grand Prix,4,Monaco Grand Prix,Dry,7.0
292,22636,931,3,131,2,1,1,25.0,78,01:18.6,152.841,Finished,rosberg,6/27/1985,German,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,mercedes,German,2.0,1,37,24789,Monaco Grand Prix,4,Monaco Grand Prix,Dry,7.0
293,22648,931,828,15,17,13,13,0.0,78,01:19.3,151.519,Finished,ericsson,9/2/1990,Swedish,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,sauber,Swiss,18.0,1,14,25618,Monaco Grand Prix,5,Monaco Grand Prix,Dry,7.0
294,22648,931,828,15,17,13,13,0.0,78,01:19.3,151.519,Finished,ericsson,9/2/1990,Swedish,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,sauber,Swiss,18.0,2,38,25398,Monaco Grand Prix,5,Monaco Grand Prix,Dry,7.0
295,22648,931,828,15,17,13,13,0.0,78,01:19.3,151.519,Finished,ericsson,9/2/1990,Swedish,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,sauber,Swiss,18.0,3,69,25234,Monaco Grand Prix,5,Monaco Grand Prix,Dry,7.0
296,22644,931,831,15,14,9,9,2.0,78,01:20.0,150.133,Finished,nasr,8/21/1992,Brazilian,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,sauber,Swiss,16.0,1,18,25732,Monaco Grand Prix,6,Monaco Grand Prix,Dry,7.0
297,22644,931,831,15,14,9,9,2.0,78,01:20.0,150.133,Finished,nasr,8/21/1992,Brazilian,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,sauber,Swiss,16.0,2,64,26420,Monaco Grand Prix,6,Monaco Grand Prix,Dry,7.0
298,22647,931,154,208,15,12,12,0.0,78,01:20.5,149.263,Finished,grosjean,4/17/1986,French,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,lotus_f1,British,11.0,1,17,25077,Monaco Grand Prix,6,Monaco Grand Prix,Dry,7.0
299,22652,931,829,209,18,17,17,0.0,76,01:22.7,145.274,+2 Laps,stevens,6/28/1991,British,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,manor,British,19.0,1,33,28606,Monaco Grand Prix,1,Monaco Grand Prix,Dry,7.0
300,22651,931,833,209,19,16,16,0.0,76,01:21.7,147.013,+2 Laps,merhi,3/22/1991,Spanish,2015,6,Monaco Grand Prix,5/24/2015,monaco,Monte-Carlo,Monaco,manor,British,20.0,1,35,27554,Monaco Grand Prix,1,Monaco Grand Prix,Dry,7.0
301,23031,953,4,1,9,5,5,10.0,78,01:19.2,151.739,Finished,alonso,7/29/1981,Spanish,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,mclaren,British,10.0,1,14,25512,Monaco Grand Prix,1,Monaco Grand Prix,Varied,12.0
302,23031,953,4,1,9,5,5,10.0,78,01:19.2,151.739,Finished,alonso,7/29/1981,Spanish,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,mclaren,British,10.0,2,32,26836,Monaco Grand Prix,1,Monaco Grand Prix,Varied,12.0
303,23035,953,18,1,13,9,9,2.0,77,01:19.7,150.786,+1 Lap,button,1/19/1980,British,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,mclaren,British,13.0,1,8,25766,Monaco Grand Prix,1,Monaco Grand Prix,Varied,12.0
304,23035,953,18,1,13,9,9,2.0,77,01:19.7,150.786,+1 Lap,button,1/19/1980,British,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,mclaren,British,13.0,2,30,25450,Monaco Grand Prix,1,Monaco Grand Prix,Varied,12.0
305,23036,953,13,3,14,10,10,1.0,77,01:19.2,151.656,+1 Lap,massa,4/25/1981,Brazilian,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,williams,British,14.0,1,20,24934,Monaco Grand Prix,1,Monaco Grand Prix,Varied,12.0
306,23036,953,13,3,14,10,10,1.0,77,01:19.2,151.656,+1 Lap,massa,4/25/1981,Brazilian,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,williams,British,14.0,2,32,25182,Monaco Grand Prix,1,Monaco Grand Prix,Varied,12.0
307,23038,953,822,3,10,12,12,0.0,77,01:19.2,151.637,+1 Lap,bottas,8/28/1989,Finnish,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,williams,British,11.0,1,15,27364,Monaco Grand Prix,5,Monaco Grand Prix,Varied,12.0
308,23038,953,822,3,10,12,12,0.0,77,01:19.2,151.637,+1 Lap,bottas,8/28/1989,Finnish,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,williams,British,11.0,2,30,25478,Monaco Grand Prix,5,Monaco Grand Prix,Varied,12.0
309,23038,953,822,3,10,12,12,0.0,77,01:19.2,151.637,+1 Lap,bottas,8/28/1989,Finnish,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,williams,British,11.0,3,49,24673,Monaco Grand Prix,5,Monaco Grand Prix,Varied,12.0
310,23030,953,20,6,4,4,4,12.0,78,01:18.0,154.005,Finished,vettel,7/3/1987,German,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,ferrari,Italian,4.0,1,13,25114,Monaco Grand Prix,2,Monaco Grand Prix,Varied,12.0
311,23030,953,20,6,4,4,4,12.0,78,01:18.0,154.005,Finished,vettel,7/3/1987,German,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,ferrari,Italian,4.0,2,31,25561,Monaco Grand Prix,2,Monaco Grand Prix,Varied,12.0
312,23028,953,817,9,1,2,2,18.0,78,01:18.3,153.437,Finished,ricciardo,7/1/1989,Australian,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,red_bull,Austrian,1.0,1,23,25054,Monaco Grand Prix,1,Monaco Grand Prix,Varied,12.0
313,23028,953,817,9,1,2,2,18.0,78,01:18.3,153.437,Finished,ricciardo,7/1/1989,Australian,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,red_bull,Austrian,1.0,2,32,35327,Monaco Grand Prix,1,Monaco Grand Prix,Varied,12.0
314,23046,953,826,5,8,R,20,0.0,18,01:37.9,122.715,Accident,kvyat,4/26/1994,Russian,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,toro_rosso,Italian,9.0,1,1,92609,Monaco Grand Prix,6,Monaco Grand Prix,Varied,12.0
315,23046,953,826,5,8,R,20,0.0,18,01:37.9,122.715,Accident,kvyat,4/26/1994,Russian,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,toro_rosso,Italian,9.0,2,2,19918,Monaco Grand Prix,6,Monaco Grand Prix,Varied,12.0
316,23046,953,826,5,8,R,20,0.0,18,01:37.9,122.715,Accident,kvyat,4/26/1994,Russian,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,toro_rosso,Italian,9.0,3,7,27698,Monaco Grand Prix,6,Monaco Grand Prix,Varied,12.0
317,23034,953,832,5,6,8,8,4.0,77,01:18.5,152.997,+1 Lap,sainz,9/1/1994,Spanish,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,toro_rosso,Italian,7.0,1,21,27738,Monaco Grand Prix,1,Monaco Grand Prix,Varied,12.0
318,23034,953,832,5,6,8,8,4.0,77,01:18.5,152.997,+1 Lap,sainz,9/1/1994,Spanish,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,toro_rosso,Italian,7.0,2,31,28112,Monaco Grand Prix,1,Monaco Grand Prix,Varied,12.0
319,23032,953,807,10,5,6,6,8.0,78,01:19.2,151.62,Finished,hulkenberg,8/19/1987,German,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,force_india,Indian,5.0,1,15,25215,Monaco Grand Prix,2,Monaco Grand Prix,Varied,12.0
320,23032,953,807,10,5,6,6,8.0,78,01:19.2,151.62,Finished,hulkenberg,8/19/1987,German,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,force_india,Indian,5.0,2,31,27064,Monaco Grand Prix,2,Monaco Grand Prix,Varied,12.0
321,23029,953,815,10,7,3,3,15.0,78,01:18.4,153.139,Finished,perez,1/26/1990,Mexican,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,force_india,Indian,8.0,1,21,25714,Monaco Grand Prix,2,Monaco Grand Prix,Varied,12.0
322,23029,953,815,10,7,3,3,15.0,78,01:18.4,153.139,Finished,perez,1/26/1990,Mexican,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,force_india,Indian,8.0,2,30,25608,Monaco Grand Prix,2,Monaco Grand Prix,Varied,12.0
323,23027,953,1,131,3,1,1,25.0,78,01:17.9,154.135,Finished,hamilton,1/7/1985,British,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,mercedes,German,3.0,1,31,26315,Monaco Grand Prix,4,Monaco Grand Prix,Varied,12.0
324,23033,953,3,131,2,7,7,6.0,78,01:18.8,152.523,Finished,rosberg,6/27/1985,German,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,mercedes,German,2.0,1,20,26698,Monaco Grand Prix,3,Monaco Grand Prix,Varied,12.0
325,23033,953,3,131,2,7,7,6.0,78,01:18.8,152.523,Finished,rosberg,6/27/1985,German,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,mercedes,German,2.0,2,31,27680,Monaco Grand Prix,3,Monaco Grand Prix,Varied,12.0
326,23042,953,828,15,17,R,16,0.0,51,01:21.3,147.687,Collision,ericsson,9/2/1990,Swedish,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,sauber,Swiss,17.0,1,11,27176,Monaco Grand Prix,6,Monaco Grand Prix,Varied,12.0
327,23042,953,828,15,17,R,16,0.0,51,01:21.3,147.687,Collision,ericsson,9/2/1990,Swedish,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,sauber,Swiss,17.0,2,29,26435,Monaco Grand Prix,6,Monaco Grand Prix,Varied,12.0
328,23042,953,828,15,17,R,16,0.0,51,01:21.3,147.687,Collision,ericsson,9/2/1990,Swedish,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,sauber,Swiss,17.0,3,49,33342,Monaco Grand Prix,6,Monaco Grand Prix,Varied,12.0
329,23043,953,831,15,0,R,17,0.0,48,01:21.9,146.701,Retired,nasr,8/21/1992,Brazilian,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,sauber,Swiss,22.0,1,8,28242,Monaco Grand Prix,6,Monaco Grand Prix,Varied,12.0
330,23043,953,831,15,0,R,17,0.0,48,01:21.9,146.701,Retired,nasr,8/21/1992,Brazilian,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,sauber,Swiss,22.0,2,32,27166,Monaco Grand Prix,6,Monaco Grand Prix,Varied,12.0
331,23043,953,831,15,0,R,17,0.0,48,01:21.9,146.701,Retired,nasr,8/21/1992,Brazilian,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,sauber,Swiss,22.0,3,48,45700,Monaco Grand Prix,6,Monaco Grand Prix,Varied,12.0
332,23039,953,154,210,15,13,13,0.0,76,01:20.2,149.755,+2 Laps,grosjean,4/17/1986,French,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,haas,American,15.0,1,15,33490,Monaco Grand Prix,3,Monaco Grand Prix,Varied,12.0
333,23039,953,154,210,15,13,13,0.0,76,01:20.2,149.755,+2 Laps,grosjean,4/17/1986,French,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,haas,American,15.0,2,30,25111,Monaco Grand Prix,3,Monaco Grand Prix,Varied,12.0
334,23037,953,821,210,12,11,11,0.0,77,01:19.1,151.814,+1 Lap,gutierrez,8/5/1991,Mexican,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,haas,American,12.0,1,16,26044,Monaco Grand Prix,3,Monaco Grand Prix,Varied,12.0
335,23037,953,821,210,12,11,11,0.0,77,01:19.1,151.814,+1 Lap,gutierrez,8/5/1991,Mexican,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,haas,American,12.0,2,32,27407,Monaco Grand Prix,3,Monaco Grand Prix,Varied,12.0
336,23040,953,836,209,20,14,14,0.0,76,01:20.4,149.469,+2 Laps,wehrlein,10/18/1994,German,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,manor,British,20.0,1,31,26517,Monaco Grand Prix,4,Monaco Grand Prix,Varied,12.0
337,23041,953,837,209,19,15,15,0.0,74,01:19.9,150.413,+4 Laps,haryanto,1/22/1993,Indonesian,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,manor,British,19.0,1,11,29117,Monaco Grand Prix,5,Monaco Grand Prix,Varied,12.0
338,23041,953,837,209,19,15,15,0.0,74,01:19.9,150.413,+4 Laps,haryanto,1/22/1993,Indonesian,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,manor,British,19.0,2,34,27380,Monaco Grand Prix,5,Monaco Grand Prix,Varied,12.0
339,23041,953,837,209,19,15,15,0.0,74,01:19.9,150.413,+4 Laps,haryanto,1/22/1993,Indonesian,2016,6,Monaco Grand Prix,5/29/2016,monaco,Monte-Carlo,Monaco,manor,British,19.0,3,47,26292,Monaco Grand Prix,5,Monaco Grand Prix,Varied,12.0
340,23496,974,18,1,20,R,18,0.0,57,01:16.9,156.194,Collision damage,button,1/19/1980,British,2017,6,Monaco Grand Prix,5/28/2017,monaco,Monte-Carlo,Monaco,mclaren,British,9.0,1,1,24465,Monaco Grand Prix,1,Monaco Grand Prix,Dry,6.0
341,23496,974,18,1,20,R,18,0.0,57,01:16.9,156.194,Collision damage,button,1/19/1980,British,2017,6,Monaco Grand Prix,5/28/2017,monaco,Monte-Carlo,Monaco,mclaren,British,9.0,2,39,26057,Monaco Grand Prix,1,Monaco Grand Prix,Dry,6.0
342,23487,974,13,3,14,9,9,2.0,78,01:16.5,156.947,Finished,massa,4/25/1981,Brazilian,2017,6,Monaco Grand Prix,5/28/2017,monaco,Monte-Carlo,Monaco,williams,British,15.0,1,38,24353,Monaco Grand Prix,1,Monaco Grand Prix,Dry,6.0
343,23487,974,13,3,14,9,9,2.0,78,01:16.5,156.947,Finished,massa,4/25/1981,Brazilian,2017,6,Monaco Grand Prix,5/28/2017,monaco,Monte-Carlo,Monaco,williams,British,15.0,2,62,25123,Monaco Grand Prix,1,Monaco Grand Prix,Dry,6.0
344,23480,974,8,6,1,2,2,18.0,78,01:15.5,159.058,Finished,raikkonen,10/17/1979,Finnish,2017,6,Monaco Grand Prix,5/28/2017,monaco,Monte-Carlo,Monaco,ferrari,Italian,1.0,1,34,24833,Monaco Grand Prix,6,Monaco Grand Prix,Dry,6.0
345,23479,974,20,6,2,1,1,25.0,78,01:15.2,159.669,Finished,vettel,7/3/1987,German,2017,6,Monaco Grand Prix,5/28/2017,monaco,Monte-Carlo,Monaco,ferrari,Italian,2.0,1,39,24306,Monaco Grand Prix,2,Monaco Grand Prix,Dry,6.0
346,23481,974,817,9,5,3,3,15.0,78,01:15.8,158.577,Finished,ricciardo,7/1/1989,Australian,2017,6,Monaco Grand Prix,5/28/2017,monaco,Monte-Carlo,Monaco,red_bull,Austrian,5.0,1,38,24183,Monaco Grand Prix,1,Monaco Grand Prix,Dry,6.0
347,23492,974,826,5,9,14,14,0.0,71,01:16.5,156.955,Collision damage,kvyat,4/26/1994,Russian,2017,6,Monaco Grand Prix,5/28/2017,monaco,Monte-Carlo,Monaco,toro_rosso,Italian,11.0,1,36,24406,Monaco Grand Prix,6,Monaco Grand Prix,Dry,6.0
348,23484,974,832,5,6,6,6,8.0,78,01:16.6,156.73,Finished,sainz,9/1/1994,Spanish,2017,6,Monaco Grand Prix,5/28/2017,monaco,Monte-Carlo,Monaco,toro_rosso,Italian,6.0,1,37,24427,Monaco Grand Prix,1,Monaco Grand Prix,Dry,6.0
349,23491,974,815,10,7,13,13,0.0,78,01:14.8,160.561,Finished,perez,1/26/1990,Mexican,2017,6,Monaco Grand Prix,5/28/2017,monaco,Monte-Carlo,Monaco,force_india,Indian,7.0,1,16,31313,Monaco Grand Prix,2,Monaco Grand Prix,Dry,6.0
350,23491,974,815,10,7,13,13,0.0,78,01:14.8,160.561,Finished,perez,1/26/1990,Mexican,2017,6,Monaco Grand Prix,5/28/2017,monaco,Monte-Carlo,Monaco,force_india,Indian,7.0,2,63,25026,Monaco Grand Prix,2,Monaco Grand Prix,Dry,6.0
351,23491,974,815,10,7,13,13,0.0,78,01:14.8,160.561,Finished,perez,1/26/1990,Mexican,2017,6,Monaco Grand Prix,5/28/2017,monaco,Monte-Carlo,Monaco,force_india,Indian,7.0,3,72,35485,Monaco Grand Prix,2,Monaco Grand Prix,Dry,6.0
352,23485,974,1,131,13,7,7,6.0,78,01:15.8,158.433,Finished,hamilton,1/7/1985,British,2017,6,Monaco Grand Prix,5/28/2017,monaco,Monte-Carlo,Monaco,mercedes,German,14.0,1,46,24155,Monaco Grand Prix,4,Monaco Grand Prix,Dry,6.0
353,23482,974,822,131,3,4,4,12.0,78,01:16.4,157.16,Finished,bottas,8/28/1989,Finnish,2017,6,Monaco Grand Prix,5/28/2017,monaco,Monte-Carlo,Monaco,mercedes,German,3.0,1,33,24308,Monaco Grand Prix,5,Monaco Grand Prix,Dry,6.0
354,23495,974,828,15,19,R,17,0.0,63,01:16.8,156.362,Accident,ericsson,9/2/1990,Swedish,2017,6,Monaco Grand Prix,5/28/2017,monaco,Monte-Carlo,Monaco,sauber,Swiss,20.0,1,35,24949,Monaco Grand Prix,6,Monaco Grand Prix,Dry,6.0
355,23497,974,836,15,18,R,19,0.0,57,01:18.0,153.948,Collision,wehrlein,10/18/1994,German,2017,6,Monaco Grand Prix,5/28/2017,monaco,Monte-Carlo,Monaco,sauber,Swiss,19.0,1,1,25813,Monaco Grand Prix,4,Monaco Grand Prix,Dry,6.0
356,23486,974,154,210,8,8,8,4.0,78,01:17.1,155.823,Finished,grosjean,4/17/1986,French,2017,6,Monaco Grand Prix,5/28/2017,monaco,Monte-Carlo,Monaco,haas,American,8.0,1,40,24660,Monaco Grand Prix,3,Monaco Grand Prix,Dry,6.0
357,22705,934,4,1,17,10,10,1.0,51,01:38.9,214.471,+1 Lap,alonso,7/29/1981,Spanish,2015,9,British Grand Prix,7/5/2015,silverstone,Silverstone,UK,mclaren,British,17.0,1,1,71178,British Grand Prix,2,British Grand Prix,Varied,2.0
358,22705,934,4,1,17,10,10,1.0,51,01:38.9,214.471,+1 Lap,alonso,7/29/1981,Spanish,2015,9,British Grand Prix,7/5/2015,silverstone,Silverstone,UK,mclaren,British,17.0,2,17,28703,British Grand Prix,2,British Grand Prix,Varied,2.0
359,22705,934,4,1,17,10,10,1.0,51,01:38.9,214.471,+1 Lap,alonso,7/29/1981,Spanish,2015,9,British Grand Prix,7/5/2015,silverstone,Silverstone,UK,mclaren,British,17.0,3,37,32593,British Grand Prix,2,British Grand Prix,Varied,2.0
360,22699,934,13,3,3,4,4,12.0,52,01:37.5,217.589,Finished,massa,4/25/1981,Brazilian,2015,9,British Grand Prix,7/5/2015,silverstone,Silverstone,UK,williams,British,3.0,1,20,29369,British Grand Prix,2,British Grand Prix,Varied,2.0
361,22699,934,13,3,3,4,4,12.0,52,01:37.5,217.589,Finished,massa,4/25/1981,Brazilian,2015,9,British Grand Prix,7/5/2015,silverstone,Silverstone,UK,williams,British,3.0,2,44,31948,British Grand Prix,2,British Grand Prix,Varied,2.0
362,22700,934,822,3,4,5,5,10.0,52,01:37.5,217.484,Finished,bottas,8/28/1989,Finnish,2015,9,British Grand Prix,7/5/2015,silverstone,Silverstone,UK,williams,British,4.0,1,21,28781,British Grand Prix,2,British Grand Prix,Varied,2.0
363,22700,934,822,3,4,5,5,10.0,52,01:37.5,217.484,Finished,bottas,8/28/1989,Finnish,2015,9,British Grand Prix,7/5/2015,silverstone,Silverstone,UK,williams,British,4.0,2,44,31937,British Grand Prix,2,British Grand Prix,Varied,2.0
364,22703,934,8,6,5,8,8,4.0,51,01:37.5,217.529,+1 Lap,raikkonen,10/17/1979,Finnish,2015,9,British Grand Prix,7/5/2015,silverstone,Silverstone,UK,ferrari,Italian,5.0,1,13,28974,British Grand Prix,2,British Grand Prix,Varied,2.0
365,22703,934,8,6,5,8,8,4.0,51,01:37.5,217.529,+1 Lap,raikkonen,10/17/1979,Finnish,2015,9,British Grand Prix,7/5/2015,silverstone,Silverstone,UK,ferrari,Italian,5.0,2,38,30397,British Grand Prix,2,British Grand Prix,Varied,2.0
366,22703,934,8,6,5,8,8,4.0,51,01:37.5,217.529,+1 Lap,raikkonen,10/17/1979,Finnish,2015,9,British Grand Prix,7/5/2015,silverstone,Silverstone,UK,ferrari,Italian,5.0,3,47,30178,British Grand Prix,2,British Grand Prix,Varied,2.0
