,resultId,raceId,driverId,constructorId,grid,positionText,positionOrder,points,laps,fastestLapTime,fastestLapSpeed,status,driverRef,dob,nationality_x,year,round,date,circuitRef,location,country,constructorRef,nationality_y,position_quali
956,22806,940,4,1,12,11,11,0.0,52,01:39.6,209.862,+1 Lap,alonso,7/29/1981,Spanish,2015,14,9/27/2015,suzuka,Suzuka,Japan,mclaren,British,14.0
957,22811,940,18,1,14,16,16,0.0,52,01:40.1,208.799,+1 Lap,button,1/19/1980,British,2015,14,9/27/2015,suzuka,Suzuka,Japan,mclaren,British,16.0
958,23284,964,4,1,15,16,16,0.0,52,01:38.2,212.866,+1 Lap,alonso,7/29/1981,Spanish,2016,17,10/9/2016,suzuka,Suzuka,Japan,mclaren,British,15.0
959,23286,964,18,1,22,18,18,0.0,52,01:37.2,215.124,+1 Lap,button,1/19/1980,British,2016,17,10/9/2016,suzuka,Suzuka,Japan,mclaren,British,17.0
960,23692,984,4,1,20,11,11,0.0,52,01:35.1,219.797,+1 Lap,alonso,7/29/1981,Spanish,2017,16,10/8/2017,suzuka,Suzuka,Japan,mclaren,British,10.0
961,23695,984,838,1,9,14,14,0.0,52,01:33.7,223.05,+1 Lap,vandoorne,3/26/1992,Belgian,2017,16,10/8/2017,suzuka,Suzuka,Japan,mclaren,British,11.0
962,24116,1005,4,1,18,14,14,0.0,52,01:33.9,222.53,+1 Lap,alonso,7/29/1981,Spanish,2018,17,10/7/2018,suzuka,Suzuka,Japan,mclaren,British,18.0
963,24117,1005,838,1,19,15,15,0.0,52,01:35.0,220.001,+1 Lap,vandoorne,3/26/1992,Belgian,2018,17,10/7/2018,suzuka,Suzuka,Japan,mclaren,British,19.0
964,22028,895,18,1,10,9,9,2.0,53,01:35.5,218.79,Finished,button,1/19/1980,British,2013,15,10/13/2013,suzuka,Suzuka,Japan,mclaren,British,10.0
965,22034,895,815,1,11,15,15,0.0,52,01:35.8,218.114,+1 Lap,perez,1/26/1990,Mexican,2013,15,10/13/2013,suzuka,Suzuka,Japan,mclaren,British,11.0
966,1099,69,8,1,11,5,5,4.0,53,01:33.3,223.958,Finished,raikkonen,10/17/1979,Finnish,2006,17,10/8/2006,suzuka,Suzuka,Japan,mclaren,British,11.0
967,1105,69,37,1,13,11,11,0.0,52,01:34.1,222.112,+1 Lap,rosa,2/24/1971,Spanish,2006,17,10/8/2006,suzuka,Suzuka,Japan,mclaren,British,13.0
968,2176,123,8,1,8,2,2,8.0,53,\N,\N,Finished,raikkonen,10/17/1979,Finnish,2003,16,10/12/2003,suzuka,Suzuka,Japan,mclaren,British,8.0
969,2177,123,14,1,7,3,3,6.0,53,\N,\N,Finished,coulthard,3/27/1971,British,2003,16,10/12/2003,suzuka,Suzuka,Japan,mclaren,British,7.0
970,1840,106,8,1,12,6,6,3.0,53,01:33.9,222.585,Finished,raikkonen,10/17/1979,Finnish,2004,17,10/10/2004,suzuka,Suzuka,Japan,mclaren,British,12.0
971,1852,106,14,1,8,R,18,0.0,38,01:33.9,222.592,Collision,coulthard,3/27/1971,British,2004,17,10/10/2004,suzuka,Suzuka,Japan,mclaren,British,8.0
972,2539,140,8,1,4,3,3,4.0,53,\N,\N,Finished,raikkonen,10/17/1979,Finnish,2002,17,10/13/2002,suzuka,Suzuka,Japan,mclaren,British,4.0
973,2554,140,14,1,3,R,18,0.0,7,\N,\N,Throttle,coulthard,3/27/1971,British,2002,17,10/13/2002,suzuka,Suzuka,Japan,mclaren,British,3.0
974,2911,157,14,1,7,3,3,4.0,53,\N,\N,Finished,coulthard,3/27/1971,British,2001,17,10/14/2001,suzuka,Suzuka,Japan,mclaren,British,
975,2912,157,57,1,5,4,4,3.0,53,\N,\N,Finished,hakkinen,9/28/1968,Finnish,2001,17,10/14/2001,suzuka,Suzuka,Japan,mclaren,British,
976,3262,173,14,1,3,3,3,4.0,53,\N,\N,Finished,coulthard,3/27/1971,British,2000,16,10/8/2000,suzuka,Suzuka,Japan,mclaren,British,3.0
977,3261,173,57,1,2,2,2,6.0,53,\N,\N,Finished,hakkinen,9/28/1968,Finnish,2000,16,10/8/2000,suzuka,Suzuka,Japan,mclaren,British,2.0
978,1475,88,8,1,17,1,1,10.0,53,01:31.5,228.372,Finished,raikkonen,10/17/1979,Finnish,2005,18,10/9/2005,suzuka,Suzuka,Japan,mclaren,British,17.0
979,1493,88,31,1,18,R,19,0.0,0,\N,\N,Accident,montoya,9/20/1975,Colombian,2005,18,10/9/2005,suzuka,Suzuka,Japan,mclaren,British,18.0
980,3650,190,14,1,3,R,17,0.0,39,\N,\N,Hydraulics,coulthard,3/27/1971,British,1999,16,10/31/1999,suzuka,Suzuka,Japan,mclaren,British,
981,3634,190,57,1,2,1,1,10.0,53,\N,\N,Finished,hakkinen,9/28/1968,Finnish,1999,16,10/31/1999,suzuka,Suzuka,Japan,mclaren,British,
982,3985,206,14,1,3,3,3,4.0,51,\N,\N,Finished,coulthard,3/27/1971,British,1998,16,11/1/1998,suzuka,Suzuka,Japan,mclaren,British,
983,3983,206,57,1,2,1,1,10.0,51,\N,\N,Finished,hakkinen,9/28/1968,Finnish,1998,16,11/1/1998,suzuka,Suzuka,Japan,mclaren,British,
984,4708,239,14,1,8,8,8,0.0,52,\N,\N,Finished,coulthard,3/27/1971,British,1996,16,10/13/1996,suzuka,Suzuka,Japan,mclaren,British,
985,4703,239,57,1,5,3,3,4.0,52,\N,\N,Finished,hakkinen,9/28/1968,Finnish,1996,16,10/13/1996,suzuka,Suzuka,Japan,mclaren,British,
986,4346,222,14,1,11,10,10,0.0,52,\N,\N,Engine,coulthard,3/27/1971,British,1997,16,10/12/1997,suzuka,Suzuka,Japan,mclaren,British,
987,4340,222,57,1,4,4,4,3.0,53,\N,\N,Finished,hakkinen,9/28/1968,Finnish,1997,16,10/12/1997,suzuka,Suzuka,Japan,mclaren,British,
988,5092,255,57,1,3,2,2,6.0,53,\N,\N,Finished,hakkinen,9/28/1968,Finnish,1995,16,10/29/1995,suzuka,Suzuka,Japan,mclaren,British,3.0
989,5097,255,87,1,23,7,7,0.0,52,\N,\N,+1 Lap,blundell,4/8/1966,British,1995,16,10/29/1995,suzuka,Suzuka,Japan,mclaren,British,24.0
990,5949,287,57,1,3,3,3,4.0,53,\N,\N,Finished,hakkinen,9/28/1968,Finnish,1993,15,10/24/1993,suzuka,Suzuka,Japan,mclaren,British,
991,5947,287,102,1,2,1,1,10.0,53,\N,\N,Finished,senna,3/21/1960,Brazilian,1993,15,10/24/1993,suzuka,Suzuka,Japan,mclaren,British,
992,5533,271,57,1,8,7,7,0.0,50,\N,\N,Finished,hakkinen,9/28/1968,Finnish,1994,15,11/6/1994,suzuka,Suzuka,Japan,mclaren,British,8.0
993,5542,271,84,1,9,R,16,0.0,13,\N,\N,Spun off,brundle,6/1/1959,British,1994,15,11/6/1994,suzuka,Suzuka,Japan,mclaren,British,9.0
994,6948,319,77,1,1,1,1,10.0,53,\N,\N,Finished,berger,8/27/1959,Austrian,1991,15,10/20/1991,suzuka,Suzuka,Japan,mclaren,British,
995,6949,319,102,1,2,2,2,6.0,53,\N,\N,Finished,senna,3/21/1960,Brazilian,1991,15,10/20/1991,suzuka,Suzuka,Japan,mclaren,British,
996,6422,303,77,1,4,2,2,6.0,53,\N,\N,Finished,berger,8/27/1959,Austrian,1992,15,10/25/1992,suzuka,Suzuka,Japan,mclaren,British,
997,6446,303,102,1,3,R,26,0.0,2,\N,\N,Engine,senna,3/21/1960,Brazilian,1992,15,10/25/1992,suzuka,Suzuka,Japan,mclaren,British,
998,8427,370,117,1,2,R,12,0.0,46,\N,\N,Collision,prost,2/24/1955,French,1989,15,10/22/1989,suzuka,Suzuka,Japan,mclaren,British,
999,8426,370,102,1,1,D,11,0.0,53,\N,\N,Disqualified,senna,3/21/1960,Brazilian,1989,15,10/22/1989,suzuka,Suzuka,Japan,mclaren,British,
1000,7515,335,77,1,4,R,22,0.0,1,\N,\N,Spun off,berger,8/27/1959,Austrian,1990,15,10/21/1990,suzuka,Suzuka,Japan,mclaren,British,
1001,7516,335,102,1,1,R,23,0.0,0,\N,\N,Collision,senna,3/21/1960,Brazilian,1990,15,10/21/1990,suzuka,Suzuka,Japan,mclaren,British,
1002,8928,386,117,1,2,2,2,6.0,51,\N,\N,Finished,prost,2/24/1955,French,1988,15,10/30/1988,suzuka,Suzuka,Japan,mclaren,British,
1003,8927,386,102,1,1,1,1,9.0,51,\N,\N,Finished,senna,3/21/1960,Brazilian,1988,15,10/30/1988,suzuka,Suzuka,Japan,mclaren,British,
1004,9360,402,117,1,2,7,7,0.0,50,\N,\N,+1 Lap,prost,2/24/1955,French,1987,15,11/1/1987,suzuka,Suzuka,Japan,mclaren,British,
1005,9356,402,140,1,9,3,3,4.0,51,\N,\N,Finished,johansson,9/8/1956,Swedish,1987,15,11/1/1987,suzuka,Suzuka,Japan,mclaren,British,
1006,20708,353,1,1,4,2,2,18.0,55,01:50.4,183.048,Finished,hamilton,1/7/1985,British,2010,17,10/24/2010,yeongam,Yeongam County,Korea,mclaren,British,4.0
1007,20718,353,18,1,7,12,12,0.0,55,01:52.2,180.171,Finished,button,1/19/1980,British,2010,17,10/24/2010,yeongam,Yeongam County,Korea,mclaren,British,7.0
1008,21137,856,1,1,1,2,2,18.0,55,01:40.5,201.216,Finished,hamilton,1/7/1985,British,2011,16,10/16/2011,yeongam,Yeongam County,Korea,mclaren,British,1.0
1009,21139,856,18,1,3,4,4,12.0,55,01:40.7,200.716,Finished,button,1/19/1980,British,2011,16,10/16/2011,yeongam,Yeongam County,Korea,mclaren,British,3.0
1010,21601,875,1,1,3,10,10,1.0,55,01:42.7,196.785,Finished,hamilton,1/7/1985,British,2012,16,10/14/2012,yeongam,Yeongam County,Korea,mclaren,British,3.0
1011,21615,875,18,1,11,R,24,0.0,0,\N,\N,Collision,button,1/19/1980,British,2012,16,10/14/2012,yeongam,Yeongam County,Korea,mclaren,British,11.0
1012,22005,894,18,1,11,8,8,4.0,55,01:43.1,196.113,Finished,button,1/19/1980,British,2013,14,10/6/2013,yeongam,Yeongam County,Korea,mclaren,British,12.0
1013,22007,894,815,1,10,10,10,1.0,55,01:43.0,196.303,Finished,perez,1/26/1990,Mexican,2013,14,10/6/2013,yeongam,Yeongam County,Korea,mclaren,British,11.0
1014,20756,355,1,1,2,2,2,18.0,55,01:41.3,197.428,Finished,hamilton,1/7/1985,British,2010,19,11/14/2010,yas_marina,Abu Dhabi,UAE,mclaren,British,2.0
1015,20757,355,18,1,4,3,3,15.0,55,01:41.6,196.725,Finished,button,1/19/1980,British,2010,19,11/14/2010,yas_marina,Abu Dhabi,UAE,mclaren,British,4.0
1016,21184,858,1,1,2,1,1,25.0,55,01:43.5,193.255,Finished,hamilton,1/7/1985,British,2011,18,11/13/2011,yas_marina,Abu Dhabi,UAE,mclaren,British,2.0
1017,21186,858,18,1,3,3,3,15.0,55,01:43.2,193.83,Finished,button,1/19/1980,British,2011,18,11/13/2011,yas_marina,Abu Dhabi,UAE,mclaren,British,3.0
1018,22075,897,18,1,12,12,12,0.0,55,01:46.3,188.03,Finished,button,1/19/1980,British,2013,17,11/3/2013,yas_marina,Abu Dhabi,UAE,mclaren,British,13.0
1019,22072,897,815,1,8,9,9,2.0,55,01:45.4,189.637,Finished,perez,1/26/1990,Mexican,2013,17,11/3/2013,yas_marina,Abu Dhabi,UAE,mclaren,British,9.0
1020,22522,918,18,1,6,5,5,20.0,55,01:46.7,187.32,Finished,button,1/19/1980,British,2014,19,11/23/2014,yas_marina,Abu Dhabi,UAE,mclaren,British,6.0
1021,22528,918,825,1,9,11,11,0.0,55,01:46.8,187.171,Finished,kevin_magnussen,10/5/1992,Danish,2014,19,11/23/2014,yas_marina,Abu Dhabi,UAE,mclaren,British,9.0
1022,22913,945,4,1,16,17,17,0.0,53,01:44.8,190.793,+2 Laps,alonso,7/29/1981,Spanish,2015,19,11/29/2015,yas_marina,Abu Dhabi,UAE,mclaren,British,17.0
1023,22908,945,18,1,12,12,12,0.0,54,01:47.5,185.978,+1 Lap,button,1/19/1980,British,2015,19,11/29/2015,yas_marina,Abu Dhabi,UAE,mclaren,British,12.0
1024,23366,968,4,1,9,10,10,1.0,55,01:44.5,191.343,Finished,alonso,7/29/1981,Spanish,2016,21,11/27/2016,yas_marina,Abu Dhabi,UAE,mclaren,British,9.0
1025,23376,968,18,1,12,R,20,0.0,12,01:48.8,183.851,Suspension,button,1/19/1980,British,2016,21,11/27/2016,yas_marina,Abu Dhabi,UAE,mclaren,British,12.0
1026,23770,988,4,1,11,9,9,2.0,54,01:43.4,193.41,+1 Lap,alonso,7/29/1981,Spanish,2017,20,11/26/2017,yas_marina,Abu Dhabi,UAE,mclaren,British,11.0
1027,23773,988,838,1,13,12,12,0.0,54,01:44.0,192.279,+1 Lap,vandoorne,3/26/1992,Belgian,2017,20,11/26/2017,yas_marina,Abu Dhabi,UAE,mclaren,British,13.0
1028,24193,1009,4,1,15,11,11,0.0,54,01:42.4,195.271,+1 Lap,alonso,7/29/1981,Spanish,2018,21,11/25/2018,yas_marina,Abu Dhabi,UAE,mclaren,British,15.0
1029,24196,1009,838,1,18,14,14,0.0,54,01:43.2,193.652,+1 Lap,vandoorne,3/26/1992,Belgian,2018,21,11/25/2018,yas_marina,Abu Dhabi,UAE,mclaren,British,18.0
1030,21660,877,1,1,1,R,21,0.0,19,01:47.3,186.4,Electrical,hamilton,1/7/1985,British,2012,18,11/4/2012,yas_marina,Abu Dhabi,UAE,mclaren,British,1.0
1031,21643,877,18,1,5,4,4,12.0,55,01:44.5,191.273,Finished,button,1/19/1980,British,2012,18,11/4/2012,yas_marina,Abu Dhabi,UAE,mclaren,British,6.0
1032,16085,17,1,1,1,R,19,0.0,20,01:40.4,199.212,Brakes,hamilton,1/7/1985,British,2009,17,11/1/2009,yas_marina,Abu Dhabi,UAE,mclaren,British,1.0
1033,16077,17,5,1,18,11,11,0.0,55,01:41.3,197.346,Finished,kovalainen,10/19/1981,Finnish,2009,17,11/1/2009,yas_marina,Abu Dhabi,UAE,mclaren,British,13.0
1034,20992,850,1,1,2,1,1,25.0,60,01:34.3,196.526,Finished,hamilton,1/7/1985,British,2011,10,7/24/2011,nurburgring,Nürburg,Germany,mclaren,British,2.0
1035,21013,850,18,1,7,R,22,0.0,35,01:36.3,192.532,Hydraulics,button,1/19/1980,British,2011,10,7/24/2011,nurburgring,Nürburg,Germany,mclaren,British,7.0
1036,21893,888,18,1,9,6,6,8.0,60,01:34.2,196.736,Finished,button,1/19/1980,British,2013,9,7/7/2013,nurburgring,Nürburg,Germany,mclaren,British,9.0
1037,21895,888,815,1,13,8,8,4.0,60,01:36.1,192.78,Finished,perez,1/26/1990,Mexican,2013,9,7/7/2013,nurburgring,Nürburg,Germany,mclaren,British,13.0
1038,575,45,1,1,10,9,9,0.0,59,01:33.4,198.421,+1 Lap,hamilton,1/7/1985,British,2007,10,7/22/2007,nurburgring,Nürburg,Germany,mclaren,British,10.0
1039,567,45,4,1,2,1,1,10.0,60,01:33.2,198.783,Finished,alonso,7/29/1981,Spanish,2007,10,7/22/2007,nurburgring,Nürburg,Germany,mclaren,British,2.0
1040,7731,9,1,1,5,18,18,0.0,59,01:35.4,194.331,+1 Lap,hamilton,1/7/1985,British,2009,9,7/12/2009,nurburgring,Nürburg,Germany,mclaren,British,5.0
1041,7721,9,5,1,6,8,8,1.0,60,01:35.5,194.011,Finished,kovalainen,10/19/1981,Finnish,2009,9,7/12/2009,nurburgring,Nürburg,Germany,mclaren,British,6.0
1042,1265,77,8,1,2,11,11,0.0,58,01:30.9,203.791,Accident,raikkonen,10/17/1979,Finnish,2005,7,5/29/2005,nurburgring,Nürburg,Germany,mclaren,British,2.0
1043,1261,77,31,1,5,7,7,2.0,59,01:31.8,201.866,Finished,montoya,9/20/1975,Colombian,2005,7,5/29/2005,nurburgring,Nürburg,Germany,mclaren,British,5.0
1044,834,57,8,1,5,4,4,5.0,60,01:32.5,200.415,Finished,raikkonen,10/17/1979,Finnish,2006,5,5/7/2006,nurburgring,Nürburg,Germany,mclaren,British,5.0
1045,845,57,31,1,8,R,15,0.0,52,01:33.6,198.061,Engine,montoya,9/20/1975,Colombian,2006,5,5/7/2006,nurburgring,Nürburg,Germany,mclaren,British,9.0
1046,1652,96,8,1,4,R,18,0.0,9,01:31.7,202.168,Engine,raikkonen,10/17/1979,Finnish,2004,7,5/30/2004,nurburgring,Nürburg,Germany,mclaren,British,4.0
1047,1651,96,14,1,18,R,17,0.0,25,01:32.3,200.708,Engine,coulthard,3/27/1971,British,2004,7,5/30/2004,nurburgring,Nürburg,Germany,mclaren,British,18.0
1048,2054,116,8,1,1,R,20,0.0,25,\N,\N,Engine,raikkonen,10/17/1979,Finnish,2003,9,6/29/2003,nurburgring,Nürburg,Germany,mclaren,British,1.0
1049,2049,116,14,1,9,15,15,0.0,56,\N,\N,+4 Laps,coulthard,3/27/1971,British,2003,9,6/29/2003,nurburgring,Nürburg,Germany,mclaren,British,9.0
1050,2373,132,8,1,6,3,3,4.0,60,\N,\N,Finished,raikkonen,10/17/1979,Finnish,2002,9,6/23/2002,nurburgring,Nürburg,Germany,mclaren,British,
1051,2391,132,14,1,5,R,21,0.0,27,\N,\N,Collision,coulthard,3/27/1971,British,2002,9,6/23/2002,nurburgring,Nürburg,Germany,mclaren,British,
1052,2735,149,14,1,5,3,3,4.0,67,\N,\N,Finished,coulthard,3/27/1971,British,2001,9,6/24/2001,nurburgring,Nürburg,Germany,mclaren,British,
1053,2738,149,57,1,6,6,6,1.0,67,\N,\N,Finished,hakkinen,9/28/1968,Finnish,2001,9,6/24/2001,nurburgring,Nürburg,Germany,mclaren,British,
1054,3605,188,14,1,2,R,16,0.0,37,\N,\N,Spun off,coulthard,3/27/1971,British,1999,14,9/26/1999,nurburgring,Nürburg,Germany,mclaren,British,
1055,3594,188,57,1,3,5,5,2.0,66,\N,\N,Finished,hakkinen,9/28/1968,Finnish,1999,14,9/26/1999,nurburgring,Nürburg,Germany,mclaren,British,
1056,3043,163,14,1,1,3,3,4.0,66,\N,\N,+1 Lap,coulthard,3/27/1971,British,2000,6,5/21/2000,nurburgring,Nürburg,Germany,mclaren,British,
1057,3042,163,57,1,3,2,2,6.0,67,\N,\N,Finished,hakkinen,9/28/1968,Finnish,2000,6,5/21/2000,nurburgring,Nürburg,Germany,mclaren,British,
1058,3963,205,14,1,5,3,3,4.0,67,\N,\N,Finished,coulthard,3/27/1971,British,1998,15,9/27/1998,nurburgring,Nürburg,Germany,mclaren,British,
1059,3961,205,57,1,3,1,1,10.0,67,\N,\N,Finished,hakkinen,9/28/1968,Finnish,1998,15,9/27/1998,nurburgring,Nürburg,Germany,mclaren,British,
1060,4449,227,14,1,6,3,3,4.0,67,\N,\N,Finished,coulthard,3/27/1971,British,1996,4,4/28/1996,nurburgring,Nürburg,Germany,mclaren,British,6.0
1061,4454,227,57,1,9,8,8,0.0,67,\N,\N,Finished,hakkinen,9/28/1968,Finnish,1996,4,4/28/1996,nurburgring,Nürburg,Germany,mclaren,British,9.0
1062,5050,253,57,1,9,8,8,0.0,65,\N,\N,+2 Laps,hakkinen,9/28/1968,Finnish,1995,14,10/1/1995,nurburgring,Nürburg,Germany,mclaren,British,9.0
1063,5065,253,87,1,10,R,23,0.0,14,\N,\N,Accident,blundell,4/8/1966,British,1995,14,10/1/1995,nurburgring,Nürburg,Germany,mclaren,British,10.0
1064,4328,221,14,1,6,R,14,0.0,42,\N,\N,Engine,coulthard,3/27/1971,British,1997,15,9/28/1997,nurburgring,Nürburg,Germany,mclaren,British,
1065,4326,221,57,1,1,R,12,0.0,43,\N,\N,Engine,hakkinen,9/28/1968,Finnish,1997,15,9/28/1997,nurburgring,Nürburg,Germany,mclaren,British,
1066,10025,428,117,1,3,2,2,6.0,67,\N,\N,Finished,prost,2/24/1955,French,1985,9,8/4/1985,nurburgring,Nürburg,Germany,mclaren,British,
1067,10028,428,182,1,12,5,5,2.0,67,\N,\N,Finished,lauda,2/22/1949,Austrian,1985,9,8/4/1985,nurburgring,Nürburg,Germany,mclaren,British,
1068,10603,450,117,1,2,1,1,9.0,67,\N,\N,Finished,prost,2/24/1955,French,1984,15,10/7/1984,nurburgring,Nürburg,Germany,mclaren,British,
1069,10606,450,182,1,15,4,4,3.0,67,\N,\N,Finished,lauda,2/22/1949,Austrian,1984,15,10/7/1984,nurburgring,Nürburg,Germany,mclaren,British,
1070,14435,586,224,1,8,R,19,0.0,3,\N,\N,Suspension,emerson_fittipaldi,12/12/1946,Brazilian,1975,11,8/3/1975,nurburgring,Nürburg,Germany,mclaren,British,
1071,14440,586,200,1,6,R,24,0.0,0,\N,\N,Accident,mass,9/30/1946,German,1975,11,8/3/1975,nurburgring,Nürburg,Germany,mclaren,British,
1072,13975,569,200,1,9,3,3,4.0,14,\N,\N,Finished,mass,9/30/1946,German,1976,10,8/1/1976,nurburgring,Nürburg,Germany,mclaren,British,
1073,13973,569,231,1,1,1,1,9.0,14,\N,\N,Finished,hunt,8/29/1947,British,1976,10,8/1/1976,nurburgring,Nürburg,Germany,mclaren,British,
1074,14828,600,224,1,3,R,22,0.0,2,\N,\N,Suspension,emerson_fittipaldi,12/12/1946,Brazilian,1974,11,8/4/1974,nurburgring,Nürburg,Germany,mclaren,British,
1075,14832,600,304,1,7,R,26,0.0,0,\N,\N,Accident,hulme,6/18/1936,New Zealander,1974,11,8/4/1974,nurburgring,Nürburg,Germany,mclaren,British,
1076,14821,600,305,1,12,15,15,0.0,12,\N,\N,Accident,hailwood,4/2/1940,British,1974,11,8/4/1974,nurburgring,Nürburg,Germany,mclaren,British,
1077,15196,615,235,1,4,3,3,4.0,14,\N,\N,Finished,ickx,1/1/1945,Belgian,1973,11,8/5/1973,nurburgring,Nürburg,Germany,mclaren,British,
1078,15205,615,304,1,8,12,12,0.0,14,\N,\N,Finished,hulme,6/18/1936,New Zealander,1973,11,8/5/1973,nurburgring,Nürburg,Germany,mclaren,British,
1079,15202,615,309,1,7,9,9,0.0,14,\N,\N,Finished,revson,2/27/1939,American,1973,11,8/5/1973,nurburgring,Nürburg,Germany,mclaren,British,
1080,15511,627,304,1,10,R,19,0.0,8,\N,\N,Engine,hulme,6/18/1936,New Zealander,1972,8,7/30/1972,nurburgring,Nürburg,Germany,mclaren,British,
1081,15497,627,312,1,19,5,5,2.0,14,\N,\N,Finished,redman,3/9/1937,British,1972,8,7/30/1972,nurburgring,Nürburg,Germany,mclaren,British,
1082,15782,638,304,1,6,R,18,0.0,3,\N,\N,Fuel leak,hulme,6/18/1936,New Zealander,1971,7,8/1/1971,nurburgring,Nürburg,Germany,mclaren,British,
1083,15781,638,320,1,19,R,17,0.0,5,\N,\N,Accident,gethin,2/21/1940,British,1971,7,8/1/1971,nurburgring,Nürburg,Germany,mclaren,British,
1084,15787,638,347,1,0,F,23,0.0,0,\N,\N,Did not qualify,bonnier,1/31/1930,Swedish,1971,7,8/1/1971,nurburgring,Nürburg,Germany,mclaren,British,
1085,16521,674,360,1,16,13,13,0.0,13,\N,\N,+1 Lap,mclaren,8/30/1937,New Zealander,1968,8,8/4/1968,nurburgring,Nürburg,Germany,mclaren,British,
1086,21166,857,1,1,5,7,7,6.0,60,01:28.7,207.955,Finished,hamilton,1/7/1985,British,2011,17,10/30/2011,buddh,Uttar Pradesh,India,mclaren,British,2.0
1087,21161,857,18,1,4,2,2,18.0,60,01:28.0,209.737,Finished,button,1/19/1980,British,2011,17,10/30/2011,buddh,Uttar Pradesh,India,mclaren,British,5.0
1088,21619,876,1,1,3,4,4,12.0,60,01:28.9,207.433,Finished,hamilton,1/7/1985,British,2012,17,10/28/2012,buddh,Uttar Pradesh,India,mclaren,British,3.0
1089,21620,876,18,1,4,5,5,10.0,60,01:28.2,209.176,Finished,button,1/19/1980,British,2012,17,10/28/2012,buddh,Uttar Pradesh,India,mclaren,British,4.0
1090,22055,896,18,1,10,14,14,0.0,59,01:28.8,207.737,+1 Lap,button,1/19/1980,British,2013,16,10/27/2013,buddh,Uttar Pradesh,India,mclaren,British,10.0
1091,22046,896,815,1,9,5,5,10.0,60,01:28.5,208.467,Finished,perez,1/26/1990,Mexican,2013,16,10/27/2013,buddh,Uttar Pradesh,India,mclaren,British,9.0
1092,21664,878,1,1,2,1,1,25.0,56,01:39.7,199.047,Finished,hamilton,1/7/1985,British,2012,19,11/18/2012,americas,Austin,USA,mclaren,British,2.0
1093,21668,878,18,1,12,5,5,10.0,56,01:40.2,198.17,Finished,button,1/19/1980,British,2012,19,11/18/2012,americas,Austin,USA,mclaren,British,12.0
1094,22095,898,18,1,15,10,10,1.0,56,01:41.3,195.95,Finished,button,1/19/1980,British,2013,18,11/17/2013,americas,Austin,USA,mclaren,British,13.0
1095,22092,898,815,1,7,7,7,6.0,56,01:41.8,194.901,Finished,perez,1/26/1990,Mexican,2013,18,11/17/2013,americas,Austin,USA,mclaren,British,7.0
1096,22493,916,18,1,12,12,12,0.0,55,01:44.3,190.367,+1 Lap,button,1/19/1980,British,2014,17,11/2/2014,americas,Austin,USA,mclaren,British,7.0
1097,22489,916,825,1,7,8,8,4.0,56,01:44.3,190.309,Finished,kevin_magnussen,10/5/1992,Danish,2014,17,11/2/2014,americas,Austin,USA,mclaren,British,8.0
1098,22847,942,4,1,9,11,11,0.0,56,01:44.3,190.243,Finished,alonso,7/29/1981,Spanish,2015,16,10/25/2015,americas,Austin,USA,mclaren,British,11.0
1099,22842,942,18,1,11,6,6,8.0,56,01:43.0,192.638,Finished,button,1/19/1980,British,2015,16,10/25/2015,americas,Austin,USA,mclaren,British,14.0
1100,23295,965,4,1,12,5,5,10.0,56,01:43.5,191.752,Finished,alonso,7/29/1981,Spanish,2016,18,10/23/2016,americas,Austin,USA,mclaren,British,12.0
1101,23299,965,18,1,19,9,9,2.0,55,01:44.5,189.979,+1 Lap,button,1/19/1980,British,2016,18,10/23/2016,americas,Austin,USA,mclaren,British,19.0
1102,23718,985,4,1,8,R,17,0.0,24,01:41.5,195.463,Engine,alonso,7/29/1981,Spanish,2017,17,10/22/2017,americas,Austin,USA,mclaren,British,9.0
1103,23713,985,838,1,20,12,12,0.0,55,01:40.3,197.777,+1 Lap,vandoorne,3/26/1992,Belgian,2017,17,10/22/2017,americas,Austin,USA,mclaren,British,13.0
1104,24140,1006,4,1,13,R,18,0.0,1,01:40.9,196.633,Collision,alonso,7/29/1981,Spanish,2018,18,10/21/2018,americas,Austin,USA,mclaren,British,16.0
1105,24133,1006,838,1,17,11,11,0.0,55,01:39.9,198.636,+1 Lap,vandoorne,3/26/1992,Belgian,2018,18,10/21/2018,americas,Austin,USA,mclaren,British,20.0
1106,22294,907,18,1,11,11,11,0.0,71,01:12.9,213.752,Finished,button,1/19/1980,British,2014,8,6/22/2014,red_bull_ring,Spielburg,Austria,mclaren,British,12.0
1107,22290,907,825,1,6,7,7,6.0,71,01:12.7,214.081,Finished,kevin_magnussen,10/5/1992,Danish,2014,8,6/22/2014,red_bull_ring,Spielburg,Austria,mclaren,British,6.0
1108,22695,933,4,1,19,R,20,0.0,0,\N,\N,Collision,alonso,7/29/1981,Spanish,2015,8,6/21/2015,red_bull_ring,Spielburg,Austria,mclaren,British,15.0
1109,22692,933,18,1,20,R,17,0.0,8,01:52.2,138.792,Retired,button,1/19/1980,British,2015,8,6/21/2015,red_bull_ring,Spielburg,Austria,mclaren,British,17.0
1110,23110,956,4,1,14,18,18,0.0,64,01:11.0,219.284,Battery,alonso,7/29/1981,Spanish,2016,9,7/3/2016,red_bull_ring,Spielburg,Austria,mclaren,British,14.0
1111,23098,956,18,1,3,6,6,8.0,71,01:10.0,222.476,Finished,button,1/19/1980,British,2016,9,7/3/2016,red_bull_ring,Spielburg,Austria,mclaren,British,5.0
